Date,Open,High,Low,Close,Volume,Adj Close
2015-05-19,60.779999,61.380001,60.52,61.139999,1572100,61.139999
2015-05-18,60.66,61.389999,60.560001,61.049999,2494700,61.049999
2015-05-15,61.310001,61.810001,61.09,61.470001,2119200,60.82
2015-05-14,60.66,61.209999,60.48,61.099998,1842900,60.45391
2015-05-13,61.32,61.549999,60.029999,60.240002,2651500,59.603007
2015-05-12,61.209999,61.41,60.599998,61.130001,2521700,60.483595
2015-05-11,61.029999,61.82,60.939999,61.509998,3338300,60.859574
2015-05-08,61.959999,62.279999,60.77,61.080002,3377400,60.434125
2015-05-07,61.119999,61.959999,60.98,61.240002,2598600,60.592433
2015-05-06,60.849998,61.16,60.349998,61.099998,2780100,60.45391
2015-05-05,61.84,61.950001,60.580002,60.82,2245300,60.176872
2015-05-04,61.639999,62.540001,61.459999,62.099998,1791900,61.443336
2015-05-01,61.52,61.779999,61.110001,61.66,2065700,61.00799
2015-04-30,62.00,62.00,60.919998,61.549999,3625600,60.899152
2015-04-29,61.880001,62.25,61.459999,62.080002,1988800,61.42355
2015-04-28,61.50,62.279999,61.139999,62.27,1751900,61.61154
2015-04-27,62.639999,62.639999,61.459999,61.689999,1541600,61.037671
2015-04-24,61.98,63.029999,61.779999,62.50,1416100,61.839107
2015-04-23,61.57,62.400002,61.43,62.099998,1570100,61.443336
2015-04-22,61.43,61.82,61.02,61.639999,1867800,60.988201
2015-04-21,61.799999,62.439999,61.200001,61.470001,1944100,60.82
2015-04-20,61.150002,62.27,61.130001,61.799999,1591000,61.146509
2015-04-17,60.73,61.48,60.619999,60.939999,2314600,60.295602
2015-04-16,60.689999,61.029999,60.150002,60.91,1756600,60.26592
2015-04-15,60.810001,61.419998,60.689999,60.759998,1143700,60.117505
2015-04-14,60.610001,61.07,60.50,60.82,942700,60.176872
2015-04-13,60.91,61.110001,60.41,60.459999,861200,59.820678
2015-04-10,60.509998,61.189999,60.330002,60.860001,1155400,60.21645
2015-04-09,60.509998,60.540001,59.91,60.259998,1714800,59.622792
2015-04-08,60.650002,60.799999,60.080002,60.599998,1567200,59.959197
2015-04-07,61.50,61.700001,60.529999,60.59,1321200,59.949304
2015-04-06,61.040001,61.959999,61.040001,61.549999,1602100,60.899152
2015-04-02,61.07,61.34,60.82,60.950001,1985700,60.305498
2015-04-01,60.970001,61.419998,60.310001,61.150002,2218100,60.503384
2015-03-31,60.790001,61.549999,60.580002,61.00,2435000,60.354969
2015-03-30,59.849998,60.869999,59.77,60.790001,2895500,60.14719
2015-03-27,59.439999,60.59,59.400002,59.799999,4757200,59.167657
2015-03-26,60.599998,60.93,58.650002,58.799999,5895200,58.178232
2015-03-25,61.02,61.50,60.560001,60.580002,2194600,59.939412
2015-03-24,61.389999,61.900002,60.740002,60.880001,1730200,60.236239
2015-03-23,61.470001,62.049999,61.34,61.529999,1538300,60.879363
2015-03-20,61.209999,61.779999,60.830002,61.470001,4196400,60.82
2015-03-19,61.799999,62.00,60.709999,60.84,3767800,60.196661
2015-03-18,61.18,62.669998,60.650002,62.09,4258800,61.433443
2015-03-17,61.790001,61.950001,61.040001,61.169998,1686200,60.523169
2015-03-16,61.27,62.189999,61.27,61.720001,2598400,61.067357
2015-03-13,61.380001,61.380001,60.27,60.84,2289300,60.196661
2015-03-12,60.00,61.66,60.00,61.400002,2768400,60.750741
2015-03-11,60.240002,60.310001,59.509998,59.720001,2007700,59.088505
2015-03-10,60.349998,61.060001,60.07,60.080002,2520400,59.444699
2015-03-09,60.00,60.630001,60.00,60.419998,1578000,59.7811
2015-03-06,61.389999,61.389999,59.669998,59.98,3635500,59.345754
2015-03-05,62.09,62.490002,61.810001,62.32,1185200,61.66101
2015-03-04,62.119999,62.119999,61.689999,61.869999,1261100,61.215768
2015-03-03,61.830002,62.32,61.32,62.169998,1754700,61.512595
2015-03-02,63.060001,63.07,61.509998,61.82,2562100,61.166298
2015-02-27,63.09,63.43,62.790001,63.139999,1634900,62.472339
2015-02-26,63.810001,64.099998,63.00,63.060001,1832900,62.393187
2015-02-25,65.360001,65.370003,63.700001,63.790001,1979300,63.115468
2015-02-24,64.360001,66.00,64.309998,65.260002,3250900,64.569925
2015-02-23,64.059998,64.290001,63.490002,64.269997,2700800,63.590388
2015-02-20,64.160004,64.790001,62.369999,63.75,5134700,63.07589
2015-02-19,65.449997,65.599998,64.370003,64.800003,2532900,64.11479
2015-02-18,64.150002,65.559998,63.810001,65.410004,2326400,64.71834
2015-02-17,63.720001,64.760002,63.200001,63.82,3654800,63.145149
2015-02-13,64.949997,65.040001,63.349998,63.919998,3402800,63.24409
2015-02-12,66.010002,66.160004,65.360001,65.610001,3100100,64.273098
2015-02-11,66.629997,66.699997,65.610001,65.940002,2989300,64.596376
2015-02-10,65.93,67.150002,65.919998,67.00,2342000,65.634774
2015-02-09,66.769997,67.169998,65.830002,66.040001,2852600,64.694337
2015-02-06,68.449997,68.580002,66.550003,66.769997,4028000,65.409458
2015-02-05,68.620003,68.910004,67.949997,68.809998,1488400,67.40789
2015-02-04,68.839996,69.269997,68.080002,68.230003,2353300,66.839714
2015-02-03,69.309998,69.480003,68.650002,68.989998,3078200,67.584223
2015-02-02,69.279999,69.690002,68.25,69.459999,2680800,68.044647
2015-01-30,71.150002,71.230003,69.220001,69.279999,5384900,67.868315
2015-01-29,70.790001,71.540001,70.150002,71.400002,2101500,69.945119
2015-01-28,70.93,72.25,70.639999,70.849998,2404200,69.406323
2015-01-27,70.379997,71.160004,70.269997,70.879997,1746500,69.435711
2015-01-26,70.360001,70.43,69.650002,70.410004,1444600,68.975294
2015-01-23,70.300003,70.669998,70.120003,70.370003,1408900,68.936108
2015-01-22,70.660004,70.949997,69.730003,70.050003,1990800,68.622629
2015-01-21,69.860001,70.610001,69.379997,70.449997,2250000,69.014472
2015-01-20,69.25,70.050003,69.139999,69.989998,2597700,68.563846
2015-01-16,68.599998,69.150002,68.519997,69.099998,1920600,67.691982
2015-01-15,67.489998,68.540001,67.279999,68.370003,1800200,66.976861
2015-01-14,66.349998,67.540001,66.199997,67.489998,2381600,66.114788
2015-01-13,66.809998,67.769997,66.32,66.769997,2535600,65.409458
2015-01-12,67.279999,67.379997,66.449997,66.900002,1428000,65.536813
2015-01-09,67.610001,67.650002,66.650002,67.129997,1352600,65.762123
2015-01-08,67.260002,67.769997,67.07,67.480003,2025600,66.104997
2015-01-07,66.269997,67.339996,65.739998,67.059998,2173500,65.693549
2015-01-06,65.75,67.040001,65.68,66.080002,3203600,64.733522
2015-01-05,66.239998,66.459999,65.360001,65.709999,2465000,64.371059
2015-01-02,66.099998,66.480003,65.480003,66.339996,1689900,64.988219
2014-12-31,67.080002,67.419998,65.949997,66.010002,2058000,64.664949
2014-12-30,68.400002,68.400002,66.769997,66.910004,1916000,65.546612
2014-12-29,67.669998,68.919998,67.669998,68.50,2461900,67.10421
2014-12-26,67.080002,68.150002,66.919998,67.760002,2086700,66.37929
2014-12-24,66.050003,67.120003,66.029999,66.910004,1236700,65.546612
2014-12-23,65.989998,66.290001,65.790001,66.010002,1591000,64.664949
2014-12-22,66.050003,66.260002,65.389999,65.940002,1636200,64.596376
2014-12-19,65.639999,66.059998,65.269997,65.690002,3543400,64.35147
2014-12-18,64.800003,65.559998,64.550003,65.559998,2653400,64.224114
2014-12-17,64.00,64.809998,63.720001,64.779999,3116400,63.460009
2014-12-16,64.120003,65.050003,63.630001,64.139999,2759300,62.83305
2014-12-15,64.400002,64.400002,63.59,64.050003,2663300,62.744888
2014-12-12,64.18,64.980003,64.040001,64.110001,1985800,62.803663
2014-12-11,63.43,64.589996,63.43,64.43,1796800,63.117142
2014-12-10,63.98,64.480003,63.389999,63.419998,1390000,62.12772
2014-12-09,63.720001,64.199997,63.50,64.050003,1767100,62.744888
2014-12-08,63.259998,64.110001,63.169998,63.91,1506900,62.607738
2014-12-05,63.59,63.959999,62.880001,63.259998,2250300,61.970981
2014-12-04,64.010002,64.339996,63.630001,64.07,1631800,62.764477
2014-12-03,64.160004,64.190002,63.59,63.93,2341500,62.62733
2014-12-02,63.82,64.25,63.470001,64.18,2433100,62.872236
2014-12-01,62.93,64.540001,62.619999,63.830002,2896700,62.52937
2014-11-28,62.529999,63.330002,62.360001,63.150002,1113800,61.863225
2014-11-26,61.970001,62.529999,61.869999,62.330002,1419500,61.059934
2014-11-25,62.18,62.220001,61.450001,61.650002,2565800,60.39379
2014-11-24,62.25,62.459999,61.799999,61.889999,2188100,60.628898
2014-11-21,62.459999,62.470001,61.720001,62.369999,2618000,61.099116
2014-11-20,62.310001,62.650002,61.919998,62.119999,1838900,60.854211
2014-11-19,62.43,62.650002,62.029999,62.34,2272100,61.069729
2014-11-18,62.84,63.259998,62.439999,63.029999,2166800,61.745668
2014-11-17,61.93,62.73,61.580002,62.540001,2383600,61.265654
2014-11-14,62.119999,62.41,61.799999,62.029999,1557400,60.766044
2014-11-13,62.049999,62.740002,61.810001,62.00,3369400,60.736657
2014-11-12,62.959999,63.09,62.060001,62.25,3081400,60.981563
2014-11-11,63.48,63.880001,63.25,63.459999,1721100,62.166906
2014-11-10,63.389999,63.93,63.27,63.470001,2361800,62.176705
2014-11-07,62.650002,63.639999,62.610001,63.57,2726500,62.274665
2014-11-06,64.540001,64.540001,63.099998,63.25,4114000,61.344023
2014-11-05,63.689999,64.730003,63.540001,64.639999,3655200,62.692136
2014-11-04,63.689999,64.00,63.209999,63.380001,1571900,61.470107
2014-11-03,63.330002,63.75,63.200001,63.599998,1899700,61.683475
2014-10-31,63.939999,64.00,63.00,63.360001,2521100,61.450709
2014-10-30,62.450001,63.560001,62.369999,63.540001,2802900,61.625285
2014-10-29,62.849998,62.990002,61.68,62.279999,2723300,60.403252
2014-10-28,62.779999,62.889999,62.18,62.880001,1755400,60.985174
2014-10-27,62.50,63.00,62.369999,62.689999,2103200,60.800897
2014-10-24,62.099998,62.57,61.889999,62.50,1480800,60.616624
2014-10-23,62.060001,62.369999,61.560001,62.009998,2310200,60.141388
2014-10-22,61.00,61.950001,60.93,61.900002,3696800,60.034706
2014-10-21,61.02,61.23,60.720001,61.07,3477400,59.229715
2014-10-20,60.75,61.52,60.740002,61.459999,2701800,59.607962
2014-10-17,61.34,61.34,59.799999,60.700001,3856000,58.870866
2014-10-16,60.669998,61.349998,60.259998,60.919998,4188200,59.084234
2014-10-15,61.450001,62.099998,60.02,61.459999,5170100,59.607962
2014-10-14,60.080002,62.130001,59.880001,61.57,6853300,59.714648
2014-10-13,59.150002,60.43,59.099998,59.82,5275800,58.017382
2014-10-10,58.509998,59.389999,58.509998,59.130001,3468400,57.348176
2014-10-09,58.720001,59.23,58.139999,58.200001,3741600,56.446201
2014-10-08,57.189999,58.810001,57.169998,58.77,4043500,56.999024
2014-10-07,57.060001,57.59,56.919998,57.139999,2011200,55.418141
2014-10-06,57.200001,57.43,56.93,57.200001,1363700,55.476335
2014-10-03,56.82,57.18,56.400002,57.029999,1180400,55.311456
2014-10-02,56.98,57.299999,56.759998,56.799999,1355400,55.088387
2014-10-01,56.869999,57.349998,56.77,56.939999,2245300,55.224167
2014-09-30,56.650002,57.09,56.299999,56.66,1977500,54.952606
2014-09-29,56.279999,56.580002,56.049999,56.529999,1356500,54.826523
2014-09-26,56.16,56.52,55.799999,56.349998,1013900,54.651946
2014-09-25,56.389999,56.639999,56.150002,56.150002,1532000,54.457976
2014-09-24,56.810001,56.880001,56.25,56.529999,1136900,54.826523
2014-09-23,56.779999,57.09,56.599998,56.75,1349900,55.039894
2014-09-22,56.91,57.189999,56.639999,56.869999,1603700,55.156277
2014-09-19,56.869999,57.240002,56.700001,57.130001,1709400,55.408444
2014-09-18,57.009998,57.220001,56.48,56.630001,1305000,54.923511
2014-09-17,57.259998,57.369999,56.709999,57.02,1753100,55.301758
2014-09-16,56.700001,57.380001,56.700001,57.240002,1572300,55.51513
2014-09-15,56.709999,56.91,56.349998,56.540001,1517500,54.836223
2014-09-12,57.049999,57.189999,56.279999,56.43,1796300,54.729537
2014-09-11,56.889999,57.349998,56.68,57.279999,931000,55.553922
2014-09-10,56.939999,57.040001,56.580002,56.830002,1537000,55.117485
2014-09-09,57.43,57.560001,56.830002,56.93,2066800,55.21447
2014-09-08,58.02,58.099998,57.279999,57.599998,1597600,55.864279
2014-09-05,57.580002,58.119999,57.419998,58.119999,2347200,56.36861
2014-09-04,57.52,57.75,57.119999,57.610001,1672000,55.87398
2014-09-03,57.509998,57.91,57.220001,57.740002,1755900,56.000063
2014-09-02,57.880001,58.07,56.919998,57.16,1764400,55.437539
2014-08-29,57.580002,57.900002,57.450001,57.889999,1648400,56.145541
2014-08-28,56.98,57.740002,56.889999,57.73,1492800,55.990362
2014-08-27,56.93,57.150002,56.759998,57.139999,1235600,55.418141
2014-08-26,57.349998,57.529999,56.639999,56.689999,1511800,54.981701
2014-08-25,57.290001,57.580002,57.130001,57.43,1257200,55.699403
2014-08-22,57.57,57.68,56.830002,57.18,1740900,55.456937
2014-08-21,57.650002,57.830002,57.459999,57.580002,1529400,55.844885
2014-08-20,57.490002,57.529999,57.099998,57.509998,1391600,55.776991
2014-08-19,56.880001,57.43,56.740002,57.380001,1515600,55.650911
2014-08-18,57.150002,57.240002,56.77,56.849998,1216600,55.136879
2014-08-15,56.720001,57.189999,56.650002,56.959999,1797300,55.243565
2014-08-14,56.439999,56.689999,56.380001,56.580002,2270800,54.875019
2014-08-13,56.209999,56.560001,56.00,56.369999,1261400,54.671344
2014-08-12,56.029999,56.330002,55.91,56.099998,1293800,54.40948
2014-08-11,56.279999,56.580002,56.00,56.029999,2169800,54.34159
2014-08-08,55.790001,56.970001,55.639999,56.900002,3468600,54.574359
2014-08-07,55.060001,55.580002,55.029999,55.34,2749200,53.078119
2014-08-06,55.09,55.139999,54.580002,54.759998,4961300,52.521823
2014-08-05,55.490002,55.82,55.029999,55.23,1906800,52.972614
2014-08-04,56.18,56.18,54.75,55.73,3455600,53.452178
2014-08-01,55.919998,56.68,55.889999,56.09,1851600,53.797464
