Date,Open,High,Low,Close,Volume,Adj Close
2015-06-02,71.629997,72.410004,71.43,72.07,786000,72.07
2015-06-01,71.190002,72.07,70.870003,71.849998,1068400,71.849998
2015-05-29,71.959999,72.00,70.809998,71.010002,3279700,71.010002
2015-05-28,70.419998,72.099998,70.25,71.900002,1313600,71.900002
2015-05-27,70.970001,71.989998,68.550003,70.769997,5180200,70.769997
2015-05-26,78.160004,78.199997,75.629997,75.669998,1247000,75.669998
2015-05-22,78.610001,79.25,78.339996,78.419998,781500,78.419998
2015-05-21,78.480003,79.150002,77.949997,78.519997,792400,78.519997
2015-05-20,77.830002,78.760002,77.410004,78.470001,1164200,78.470001
2015-05-19,77.50,78.160004,77.150002,77.650002,841600,77.650002
2015-05-18,77.559998,78.18,77.279999,77.849998,440000,77.849998
2015-05-15,77.980003,78.260002,76.959999,77.440002,701500,77.440002
2015-05-14,78.00,78.089996,76.709999,77.870003,557000,77.870003
2015-05-13,79.019997,79.370003,76.690002,77.690002,1445200,77.690002
2015-05-12,80.209999,80.220001,79.029999,79.370003,860500,79.370003
2015-05-11,79.739998,80.279999,79.550003,80.110001,928100,80.110001
2015-05-08,80.220001,80.989998,79.440002,79.620003,1387700,79.620003
2015-05-07,79.650002,80.279999,78.870003,79.650002,1732100,79.650002
2015-05-06,84.029999,84.080002,76.400002,80.629997,8598200,80.629997
2015-05-05,85.519997,86.50,85.120003,86.459999,1936600,86.459999
2015-05-04,85.029999,86.25,84.919998,85.449997,715400,85.449997
2015-05-01,84.550003,85.449997,83.660004,85.029999,780800,85.029999
2015-04-30,83.900002,84.68,83.300003,83.980003,791500,83.980003
2015-04-29,83.50,84.870003,83.099998,84.199997,958100,84.199997
2015-04-28,81.669998,83.989998,81.360001,83.800003,951300,83.800003
2015-04-27,84.220001,84.599998,81.82,82.010002,743600,82.010002
2015-04-24,83.139999,84.650002,83.019997,83.75,778300,83.75
2015-04-23,82.029999,83.93,81.730003,83.32,878600,83.32
2015-04-22,81.879997,82.57,81.190002,82.489998,674800,82.489998
2015-04-21,81.769997,82.57,81.00,81.809998,765300,81.809998
2015-04-20,82.639999,83.349998,81.400002,81.529999,731200,81.529999
2015-04-17,83.00,83.660004,82.220001,82.449997,745500,82.449997
2015-04-16,83.230003,84.379997,82.010002,83.800003,693300,83.800003
2015-04-15,81.139999,83.650002,80.93,83.080002,1143000,83.080002
2015-04-14,82.00,82.050003,80.769997,81.080002,1144600,81.080002
2015-04-13,84.629997,84.629997,81.699997,81.889999,1433200,81.889999
2015-04-10,85.050003,85.709999,84.410004,85.360001,753700,85.360001
2015-04-09,84.440002,85.089996,84.25,84.959999,502100,84.959999
2015-04-08,85.730003,85.809998,84.190002,84.68,1026000,84.68
2015-04-07,84.370003,86.019997,84.080002,85.110001,757300,85.110001
2015-04-06,82.779999,84.720001,82.779999,84.230003,654300,84.230003
2015-04-02,82.18,83.769997,82.160004,83.370003,578700,83.370003
2015-04-01,82.32,82.449997,81.190002,82.389999,584100,82.389999
2015-03-31,82.519997,83.410004,82.169998,82.449997,1034100,82.449997
2015-03-30,81.900002,82.389999,81.830002,82.169998,415900,82.169998
2015-03-27,81.00,82.00,80.900002,81.760002,574200,81.760002
2015-03-26,81.599998,82.089996,81.00,81.099998,602400,81.099998
2015-03-25,83.120003,83.419998,81.739998,81.889999,614200,81.889999
2015-03-24,83.949997,84.360001,82.790001,82.800003,655600,82.800003
2015-03-23,83.190002,84.75,83.059998,84.089996,626600,84.089996
2015-03-20,82.75,83.470001,82.540001,83.199997,1134000,83.199997
2015-03-19,82.790001,83.010002,81.580002,82.529999,592400,82.529999
2015-03-18,81.150002,82.599998,80.889999,82.419998,869300,82.419998
2015-03-17,79.93,81.510002,79.93,81.419998,626100,81.419998
2015-03-16,80.349998,80.779999,79.910004,80.43,673000,80.43
2015-03-13,80.529999,80.93,79.50,80.18,779100,80.18
2015-03-12,80.400002,80.980003,80.099998,80.43,707900,80.43
2015-03-11,81.059998,81.370003,80.040001,80.239998,606400,80.239998
2015-03-10,80.010002,81.739998,79.709999,80.900002,1000900,80.900002
2015-03-09,81.099998,81.199997,80.199997,80.68,1501100,80.68
2015-03-06,84.010002,84.010002,80.57,81.129997,2683600,81.129997
2015-03-05,85.160004,86.269997,84.279999,85.669998,1275600,85.669998
2015-03-04,85.790001,85.940002,84.650002,85.099998,1249600,85.099998
2015-03-03,86.300003,86.639999,85.300003,85.50,765000,85.50
2015-03-02,85.669998,87.599998,85.669998,86.620003,1035000,86.620003
2015-02-27,85.160004,86.239998,85.029999,86.010002,1244000,86.010002
2015-02-26,85.410004,85.779999,84.959999,85.330002,1661700,85.330002
2015-02-25,85.220001,86.160004,84.610001,85.370003,647200,85.370003
2015-02-24,86.379997,86.379997,84.989998,85.360001,1161100,85.360001
2015-02-23,84.809998,86.089996,84.650002,86.080002,1470500,86.080002
2015-02-20,84.889999,85.360001,84.199997,85.139999,1755300,85.139999
2015-02-19,83.769997,85.360001,83.599998,84.910004,3770200,84.910004
2015-02-18,84.25,84.980003,79.849998,83.690002,13718200,83.690002
2015-02-17,97.589996,99.769997,97.589996,99.32,2452600,99.32
2015-02-13,99.239998,99.470001,97.330002,98.440002,974800,98.440002
2015-02-12,98.269997,98.949997,97.190002,98.739998,656700,98.739998
2015-02-11,96.870003,98.129997,96.290001,97.730003,684500,97.730003
2015-02-10,96.610001,97.330002,95.910004,97.230003,864500,97.230003
2015-02-09,94.739998,96.949997,94.309998,96.279999,1051500,96.279999
2015-02-06,97.120003,98.040001,96.010002,96.32,1160700,96.32
2015-02-05,96.949997,97.980003,95.43,97.120003,1347600,97.120003
2015-02-04,101.989998,101.989998,97.43,98.980003,1359100,98.980003
2015-02-03,98.93,103.129997,98.470001,102.989998,1211300,102.989998
2015-02-02,97.709999,98.739998,96.779999,98.400002,754300,98.400002
2015-01-30,99.050003,100.519997,97.599998,97.800003,926200,97.800003
2015-01-29,100.529999,101.779999,99.18,99.989998,1081900,99.989998
2015-01-28,101.209999,101.209999,99.699997,99.830002,769600,99.830002
2015-01-27,98.580002,100.660004,97.43,100.269997,924600,100.269997
2015-01-26,99.110001,99.349998,98.339996,99.190002,942800,99.190002
2015-01-23,100.57,100.910004,99.139999,99.370003,659000,99.370003
2015-01-22,99.120003,101.339996,99.00,100.949997,1000100,100.949997
2015-01-21,98.00,99.980003,97.699997,99.089996,880400,99.089996
2015-01-20,96.75,98.800003,96.300003,97.980003,1208800,97.980003
2015-01-16,98.209999,99.00,97.360001,97.739998,1186600,97.739998
2015-01-15,100.790001,101.400002,97.970001,98.589996,1133400,98.589996
2015-01-14,101.870003,102.470001,100.940002,101.300003,606700,101.300003
2015-01-13,103.330002,104.610001,101.940002,102.489998,608900,102.489998
2015-01-12,103.290001,104.610001,102.230003,102.82,808300,102.82
2015-01-09,104.150002,104.779999,102.650002,103.360001,1283200,103.360001
2015-01-08,105.279999,106.18,103.760002,104.010002,1641600,104.010002
2015-01-07,103.620003,106.519997,103.419998,104.93,1252900,104.93
2015-01-06,109.169998,109.260002,106.410004,107.260002,893500,107.260002
2015-01-05,110.050003,110.050003,107.980003,108.669998,630500,108.669998
2015-01-02,111.040001,112.059998,109.230003,110.330002,475900,110.330002
2014-12-31,112.18,112.739998,110.660004,110.739998,579300,110.739998
2014-12-30,111.220001,112.019997,110.830002,111.440002,321100,111.440002
2014-12-29,110.209999,112.00,110.059998,111.709999,373500,111.709999
2014-12-26,110.269997,111.099998,110.269997,110.410004,185000,110.410004
2014-12-24,110.389999,110.739998,109.290001,109.779999,151000,109.779999
2014-12-23,108.900002,111.50,108.830002,109.980003,685000,109.980003
2014-12-22,107.690002,108.739998,106.650002,108.699997,646900,108.699997
2014-12-19,107.989998,108.120003,106.300003,107.129997,1246300,107.129997
2014-12-18,108.199997,108.199997,106.449997,107.989998,691200,107.989998
2014-12-17,106.160004,107.290001,105.309998,106.550003,641100,106.550003
2014-12-16,106.029999,107.25,105.400002,105.419998,692000,105.419998
2014-12-15,107.510002,107.980003,105.699997,106.440002,482200,106.440002
2014-12-12,107.290001,108.25,106.830002,106.919998,419500,106.919998
2014-12-11,108.190002,109.239998,107.510002,107.769997,433000,107.769997
2014-12-10,106.970001,108.129997,106.889999,107.449997,562300,107.449997
2014-12-09,106.650002,107.830002,105.809998,107.529999,817200,107.529999
2014-12-08,109.019997,109.349998,107.410004,107.93,464400,107.93
2014-12-05,109.629997,110.190002,108.889999,109.480003,451400,109.480003
2014-12-04,109.629997,110.419998,109.029999,109.510002,575100,109.510002
2014-12-03,108.910004,110.00,108.220001,109.809998,571300,109.809998
2014-12-02,109.57,111.110001,108.739998,108.870003,500300,108.870003
2014-12-01,111.720001,111.720001,109.190002,109.970001,699900,109.970001
2014-11-28,110.68,112.389999,110.279999,111.720001,292000,111.720001
2014-11-26,110.510002,110.82,109.720001,110.160004,410400,110.160004
2014-11-25,111.440002,112.230003,110.470001,110.589996,557400,110.589996
2014-11-24,109.809998,111.110001,109.620003,111.07,614400,111.07
2014-11-21,110.580002,110.769997,109.239998,109.370003,623000,109.370003
2014-11-20,107.190002,109.849998,106.730003,109.370003,806300,109.370003
2014-11-19,108.160004,108.43,107.00,107.43,673300,107.43
2014-11-18,107.25,108.809998,107.190002,108.019997,572300,108.019997
2014-11-17,108.139999,108.279999,106.879997,107.419998,913900,107.419998
2014-11-14,108.199997,108.720001,105.910004,108.32,2168600,108.32
2014-11-13,112.400002,112.400002,109.449997,109.809998,1362000,109.809998
2014-11-12,111.050003,115.199997,109.830002,112.480003,4931100,112.480003
2014-11-11,104.160004,104.800003,102.75,103.75,2900300,103.75
2014-11-10,102.669998,104.230003,102.080002,103.220001,697400,103.220001
2014-11-07,102.510002,103.699997,102.139999,103.019997,607200,103.019997
2014-11-06,101.050003,102.739998,100.650002,102.720001,406200,102.720001
2014-11-05,100.25,101.559998,99.800003,100.75,386400,100.75
2014-11-04,102.099998,102.099998,98.68,99.879997,871100,99.879997
2014-11-03,101.540001,103.43,101.540001,102.879997,756400,102.879997
2014-10-31,101.290001,102.00,100.529999,101.660004,827200,101.660004
2014-10-30,100.519997,100.800003,99.830002,100.139999,717200,100.139999
2014-10-29,100.860001,101.279999,99.779999,100.510002,426900,100.510002
2014-10-28,100.040001,101.660004,99.75,101.110001,595500,101.110001
2014-10-27,100.610001,100.940002,99.440002,100.459999,591900,100.459999
2014-10-24,99.300003,101.029999,98.410004,100.760002,774600,100.760002
2014-10-23,100.82,101.900002,99.110001,99.449997,985900,99.449997
2014-10-22,101.010002,101.559998,99.620003,99.660004,495600,99.660004
2014-10-21,99.230003,101.010002,98.400002,101.010002,810400,101.010002
2014-10-20,96.370003,98.139999,95.669998,98.110001,568800,98.110001
2014-10-17,98.720001,99.480003,96.980003,96.989998,870900,96.989998
2014-10-16,96.410004,98.959999,96.389999,98.099998,1027800,98.099998
2014-10-15,97.839996,99.089996,95.68,98.410004,1094500,98.410004
2014-10-14,97.309998,101.389999,97.269997,99.120003,1599000,99.120003
2014-10-13,96.370003,97.489998,94.910004,95.980003,1149700,95.980003
2014-10-10,96.75,97.959999,96.410004,96.699997,932200,96.699997
2014-10-09,97.650002,97.739998,96.129997,96.760002,996400,96.760002
2014-10-08,95.660004,97.660004,95.050003,97.419998,880600,97.419998
2014-10-07,96.50,97.82,95.809998,95.900002,570700,95.900002
2014-10-06,97.709999,98.209999,96.300003,97.019997,687800,97.019997
2014-10-03,95.940002,98.360001,95.690002,97.68,1104400,97.68
2014-10-02,93.660004,95.809998,93.529999,95.18,1829800,95.18
2014-10-01,93.110001,93.540001,91.839996,92.760002,1133500,92.760002
2014-09-30,95.800003,96.169998,93.739998,93.900002,763900,93.900002
2014-09-29,95.559998,96.139999,95.209999,95.940002,549500,95.940002
2014-09-26,96.239998,97.589996,95.800003,96.629997,551200,96.629997
2014-09-25,96.360001,97.260002,95.639999,96.059998,740600,96.059998
2014-09-24,96.269997,96.279999,95.25,96.230003,506200,96.230003
2014-09-23,95.82,97.220001,95.440002,95.910004,694600,95.910004
2014-09-22,97.129997,97.129997,94.970001,95.980003,1255300,95.980003
2014-09-19,99.019997,99.279999,97.080002,97.32,1067800,97.32
2014-09-18,98.839996,98.989998,98.169998,98.559998,799100,98.559998
2014-09-17,99.82,100.07,98.029999,98.43,1030700,98.43
2014-09-16,100.519997,100.519997,99.010002,100.139999,1021600,100.139999
2014-09-15,103.459999,103.459999,99.690002,100.32,885800,100.32
2014-09-12,103.010002,103.809998,102.43,103.00,661000,103.00
2014-09-11,101.93,103.889999,101.93,102.790001,1019800,102.790001
2014-09-10,102.889999,103.889999,101.970001,102.510002,764800,102.510002
2014-09-09,104.839996,105.239998,101.360001,102.919998,2649400,102.919998
2014-09-08,103.650002,105.480003,103.650002,105.129997,947100,105.129997
2014-09-05,103.010002,103.559998,101.959999,103.459999,848700,103.459999
2014-09-04,101.260002,103.529999,101.260002,103.279999,893100,103.279999
2014-09-03,102.099998,102.300003,101.18,101.230003,416600,101.230003
2014-09-02,101.290001,102.169998,100.82,101.910004,665600,101.910004
2014-08-29,100.989998,101.449997,99.949997,101.290001,658500,101.290001
2014-08-28,101.879997,102.07,100.199997,100.690002,877300,100.690002
2014-08-27,102.709999,102.709999,102.129997,102.279999,597000,102.279999
2014-08-26,102.980003,103.580002,102.290001,102.50,634400,102.50
2014-08-25,102.540001,102.989998,102.239998,102.720001,531100,102.720001
2014-08-22,99.650002,102.980003,99.650002,102.540001,826200,102.540001
2014-08-21,99.68,100.470001,99.239998,100.00,490400,100.00
2014-08-20,99.190002,99.989998,98.459999,99.57,513600,99.57
2014-08-19,98.160004,99.260002,98.160004,98.860001,388100,98.860001
2014-08-18,97.309998,98.489998,97.309998,97.940002,461800,97.940002
2014-08-15,97.879997,98.230003,95.940002,97.019997,725900,97.019997
2014-08-14,96.599998,97.410004,95.760002,97.400002,888100,97.400002
2014-08-13,99.75,101.93,95.25,96.550003,2660500,96.550003
2014-08-12,102.800003,104.290001,101.470001,102.25,1459000,102.25
2014-08-11,104.32,104.330002,102.699997,103.209999,1261500,103.209999
2014-08-08,100.470001,104.510002,100.449997,104.370003,652000,104.370003
2014-08-07,102.57,103.480003,100.239998,100.489998,607600,100.489998
2014-08-06,99.580002,102.25,99.510002,102.099998,584500,102.099998
2014-08-05,97.980003,101.239998,97.980003,100.199997,726500,100.199997
2014-08-04,97.50,99.099998,97.290001,98.589996,480700,98.589996
2014-08-01,98.129997,98.75,97.57,97.68,643500,97.68
