Date,Open,High,Low,Close,Volume,Adj Close
2015-05-21,90.349998,90.989998,89.849998,90.489998,1181400,90.05676
2015-05-20,91.220001,92.129997,90.029999,90.639999,1754600,90.206044
2015-05-19,92.470001,92.730003,91.010002,91.209999,2034400,90.773314
2015-05-18,91.389999,93.139999,90.370003,92.790001,1549600,92.345752
2015-05-15,91.889999,92.82,90.550003,91.360001,3149700,90.922598
2015-05-14,89.160004,92.230003,88.800003,91.93,2421700,91.489869
2015-05-13,88.690002,89.57,87.910004,88.800003,1973800,88.374857
2015-05-12,88.129997,89.400002,87.129997,88.169998,2846000,87.747868
2015-05-11,90.519997,90.989998,86.879997,88.239998,2922600,87.817533
2015-05-08,88.940002,90.970001,87.760002,90.480003,3107800,90.046814
2015-05-07,88.699997,89.169998,87.529999,88.82,3425400,88.394758
2015-05-06,89.50,89.660004,88.040001,88.82,1587000,88.394758
2015-05-05,89.160004,90.190002,88.610001,89.290001,2080100,88.862509
2015-05-04,89.940002,90.00,88.129997,89.330002,1817200,88.902318
2015-05-01,85.910004,90.290001,85.68,89.910004,2068000,89.479543
2015-04-30,86.93,87.470001,85.00,85.830002,2807500,85.419075
2015-04-29,88.190002,88.639999,86.269997,86.800003,2287500,86.384432
2015-04-28,88.720001,89.129997,87.830002,88.510002,1789200,88.086244
2015-04-27,89.57,89.629997,88.150002,88.989998,2107400,88.563942
2015-04-24,86.879997,90.779999,86.879997,89.629997,3464400,89.200877
2015-04-23,87.220001,87.510002,84.309998,86.50,5490400,86.085865
2015-04-22,86.309998,89.769997,85.279999,89.529999,3357100,89.101357
2015-04-21,83.610001,86.190002,83.360001,85.879997,1907200,85.468831
2015-04-20,84.849998,85.220001,83.389999,83.620003,1944000,83.219657
2015-04-17,84.830002,85.290001,84.010002,84.790001,3018400,84.384053
2015-04-16,83.330002,85.400002,82.949997,85.120003,2257900,84.712475
2015-04-15,83.050003,83.709999,82.50,83.330002,2389000,82.931044
2015-04-14,83.00,83.309998,82.010002,82.790001,2449600,82.393629
2015-04-13,85.940002,86.129997,81.769997,82.120003,3116100,81.726838
2015-04-10,85.839996,86.129997,85.059998,85.980003,1348600,85.568358
2015-04-09,86.690002,86.980003,84.68,85.290001,1691500,84.881659
2015-04-08,85.160004,87.160004,85.160004,85.529999,2137400,85.120508
2015-04-07,87.279999,87.910004,85.150002,85.559998,2516000,85.150363
2015-04-06,87.150002,88.610001,85.519997,86.650002,2600700,86.235149
2015-04-02,90.919998,91.150002,86.32,86.610001,3188300,86.195339
2015-04-01,91.550003,91.82,90.339996,91.309998,1681900,90.872834
2015-03-31,90.860001,92.489998,90.580002,91.290001,2060500,90.852933
2015-03-30,90.209999,91.720001,89.169998,91.150002,3202100,90.713604
2015-03-27,91.559998,92.230003,89.720001,89.900002,1759400,89.469589
2015-03-26,92.150002,92.230003,90.519997,91.169998,1564400,90.733505
2015-03-25,91.260002,94.150002,91.25,91.610001,3706600,91.171401
2015-03-24,92.239998,92.239998,89.730003,90.32,2789600,89.887576
2015-03-23,93.82,94.709999,92.239998,92.360001,2253600,91.91781
2015-03-20,92.330002,94.07,92.32,93.510002,3169600,93.062306
2015-03-19,92.75,93.580002,92.120003,93.089996,2004300,92.644311
2015-03-18,89.139999,93.870003,88.900002,93.540001,3679300,93.092161
2015-03-17,86.75,89.449997,86.300003,89.120003,3127800,88.693324
2015-03-16,85.82,87.860001,85.129997,87.809998,2529300,87.389591
2015-03-13,84.349998,86.900002,84.349998,86.230003,2430900,85.817161
2015-03-12,87.25,87.989998,84.220001,84.269997,2966200,83.866539
2015-03-11,85.120003,87.209999,84.370003,86.68,2049500,86.265004
2015-03-10,85.050003,85.93,84.459999,85.110001,2019700,84.702521
2015-03-09,87.099998,88.629997,86.110001,86.150002,2300400,85.737543
2015-03-06,88.989998,90.410004,86.330002,86.879997,2523900,86.464043
2015-03-05,90.220001,90.43,88.860001,89.309998,2343200,88.88241
2015-03-04,90.870003,91.459999,89.029999,89.699997,2397300,89.270542
2015-03-03,91.57,92.239998,89.900002,91.040001,2544500,90.60413
2015-03-02,91.839996,92.279999,89.68,90.760002,3088800,90.325472
2015-02-27,93.980003,94.830002,91.709999,91.839996,3034100,91.400296
2015-02-26,90.370003,93.57,90.370003,93.519997,2434600,93.072252
2015-02-25,89.989998,91.940002,89.959999,90.889999,2473700,90.454847
2015-02-24,91.809998,92.139999,89.400002,90.209999,3127500,89.355142
2015-02-23,90.419998,93.449997,90.419998,91.669998,3502400,90.801305
2015-02-20,90.239998,90.910004,89.110001,90.580002,3907100,89.721638
2015-02-19,86.699997,91.470001,86.559998,90.529999,7913000,89.672109
2015-02-18,83.300003,87.349998,82.889999,87.089996,6065300,86.264705
2015-02-17,81.900002,83.809998,80.949997,83.260002,3124700,82.471005
2015-02-13,81.32,82.050003,79.900002,81.919998,5685400,81.143699
2015-02-12,83.730003,83.959999,79.769997,81.419998,9003400,80.648438
2015-02-11,87.459999,88.339996,86.900002,87.290001,2830200,86.462814
2015-02-10,86.669998,89.18,86.110001,88.099998,4358200,87.265136
2015-02-09,85.440002,86.370003,84.580002,86.239998,1893500,85.422761
2015-02-06,86.43,86.43,84.690002,85.360001,1999100,84.551103
2015-02-05,86.470001,86.879997,84.699997,85.370003,2398500,84.561011
2015-02-04,84.629997,85.699997,83.480003,85.209999,2462500,84.402523
2015-02-03,84.139999,85.190002,82.809998,85.080002,4099200,84.273758
2015-02-02,81.839996,82.669998,80.120003,82.510002,3914600,81.728112
2015-01-30,80.059998,83.07,79.660004,81.730003,3579500,80.955505
2015-01-29,82.419998,82.599998,78.839996,80.440002,4606500,79.677729
2015-01-28,80.330002,83.120003,80.099998,81.849998,3900500,81.074363
2015-01-27,80.839996,81.580002,79.879997,81.370003,3012300,80.598916
2015-01-26,79.82,81.059998,79.00,81.00,3219800,80.232419
2015-01-23,76.580002,80.300003,76.190002,79.620003,4859600,78.865499
2015-01-22,74.419998,76.629997,73.860001,76.559998,3207900,75.834492
2015-01-21,72.419998,74.129997,72.00,74.080002,3262400,73.377997
2015-01-20,66.779999,73.190002,66.779999,72.150002,4549100,71.466286
2015-01-16,68.620003,71.629997,68.290001,71.029999,5471900,70.356897
2015-01-15,66.739998,68.540001,65.139999,67.970001,5968700,67.325897
2015-01-14,66.260002,67.150002,64.160004,66.739998,5979400,66.107549
2015-01-13,70.739998,70.879997,65.900002,66.669998,4757400,66.038213
2015-01-12,72.309998,72.309998,69.470001,70.00,2854600,69.336659
2015-01-09,74.110001,74.339996,72.220001,72.860001,2134300,72.169557
2015-01-08,71.550003,74.410004,71.120003,74.269997,4010200,73.566192
2015-01-07,72.669998,73.879997,70.50,70.610001,3654600,69.940879
2015-01-06,72.629997,73.230003,70.629997,71.809998,3177200,71.129504
2015-01-05,74.970001,75.059998,71.879997,72.059998,2378800,71.377135
2015-01-02,74.610001,75.599998,74.00,75.50,1769500,74.784539
2014-12-31,75.169998,76.050003,74.239998,74.349998,1531100,73.645435
2014-12-30,75.389999,76.580002,74.910004,75.389999,1351400,74.675581
2014-12-29,75.760002,77.019997,75.040001,75.610001,1576500,74.893497
2014-12-26,75.089996,75.739998,74.540001,75.269997,968500,74.556715
2014-12-24,73.57,75.160004,73.220001,74.599998,993500,73.893066
2014-12-23,73.099998,73.82,72.519997,73.519997,1616400,72.823299
2014-12-22,71.82,72.900002,71.040001,72.25,2587100,71.565337
2014-12-19,71.769997,73.360001,70.910004,72.00,4494700,71.317706
2014-12-18,76.010002,76.349998,69.050003,71.379997,7255600,70.703579
2014-12-17,74.620003,74.82,73.00,74.529999,4546800,73.82373
2014-12-16,74.449997,76.620003,73.00,74.209999,2774500,73.506763
2014-12-15,74.970001,76.410004,74.440002,75.449997,2685300,74.73501
2014-12-12,73.209999,75.650002,72.519997,74.410004,2509600,73.704872
2014-12-11,74.82,76.269997,74.040001,74.269997,1744800,73.566192
2014-12-10,76.00,77.50,73.75,74.360001,4286300,73.655343
2014-12-09,73.040001,77.290001,72.00,76.93,5027400,76.200988
2014-12-08,76.00,76.589996,73.029999,73.43,4914800,72.734155
2014-12-05,77.959999,79.050003,75.959999,76.150002,2546500,75.428381
2014-12-04,76.82,78.330002,75.800003,78.07,2491000,77.330185
2014-12-03,77.230003,77.970001,76.50,76.82,3029900,76.09203
2014-12-02,74.980003,77.580002,74.790001,76.849998,3132900,76.121745
2014-12-01,76.629997,77.68,74.379997,75.309998,4347900,74.596337
2014-11-28,76.449997,77.660004,75.459999,76.620003,1864600,75.893928
2014-11-26,78.239998,79.00,77.800003,78.349998,2204400,77.60753
2014-11-25,78.029999,78.82,77.449997,78.550003,2290300,77.805639
2014-11-24,77.480003,78.379997,77.050003,77.839996,1992300,76.805202
2014-11-21,76.790001,79.489998,76.440002,77.730003,3857900,76.696671
2014-11-20,74.269997,75.989998,74.269997,75.690002,2826400,74.68379
2014-11-19,72.919998,74.769997,72.419998,74.57,2411100,73.578676
2014-11-18,72.690002,74.800003,72.099998,72.959999,4876100,71.990079
2014-11-17,71.989998,73.169998,71.669998,72.370003,2462200,71.407926
2014-11-14,71.760002,72.82,71.260002,72.080002,2770100,71.12178
2014-11-13,72.639999,72.660004,70.07,70.989998,3813400,70.046267
2014-11-12,72.580002,73.529999,72.300003,72.839996,3137100,71.871671
2014-11-11,71.57,72.889999,70.559998,72.720001,2389900,71.753272
2014-11-10,72.389999,72.800003,71.150002,71.43,4436200,70.48042
2014-11-07,72.620003,73.449997,71.68,71.949997,3841100,70.993504
2014-11-06,72.910004,73.239998,71.800003,72.720001,3512300,71.753272
2014-11-05,73.540001,73.540001,71.32,72.419998,3961500,71.457257
2014-11-04,72.660004,73.639999,71.639999,72.949997,3126100,71.98021
2014-11-03,71.959999,75.00,71.629997,73.290001,7307500,72.315694
2014-10-31,71.040001,73.00,69.940002,71.410004,6838400,70.460689
2014-10-30,67.010002,68.989998,66.709999,68.099998,3840500,67.194686
2014-10-29,68.050003,68.559998,66.029999,66.949997,2466600,66.059973
2014-10-28,66.040001,67.809998,65.269997,67.440002,2895900,66.543464
2014-10-27,65.190002,66.239998,64.550003,65.830002,2750000,64.954867
2014-10-24,65.309998,66.029999,64.449997,65.68,1770100,64.806859
2014-10-23,65.889999,66.470001,64.610001,65.290001,3158000,64.422045
2014-10-22,67.089996,68.260002,64.800003,64.889999,3064200,64.027361
2014-10-21,65.940002,67.110001,65.389999,67.050003,4261600,66.15865
2014-10-20,60.849998,65.709999,60.849998,65.43,6355800,64.560183
2014-10-17,60.389999,61.09,59.360001,60.380001,2555200,59.577318
2014-10-16,57.560001,60.540001,57.470001,59.810001,3282800,59.014895
2014-10-15,58.470001,58.950001,55.59,58.639999,5059900,57.860447
2014-10-14,61.82,61.82,57.68,59.220001,4231300,58.432739
2014-10-13,61.779999,63.16,60.25,60.389999,3908100,59.587183
2014-10-10,62.189999,63.00,60.220001,61.669998,5092400,60.850166
2014-10-09,64.489998,65.779999,61.91,61.98,4319100,61.156046
2014-10-08,62.259998,64.690002,61.369999,64.599998,3888800,63.741215
2014-10-07,61.720001,64.739998,61.720001,62.040001,5590300,61.21525
2014-10-06,60.669998,62.16,60.07,62.02,2627900,61.195515
2014-10-03,60.880001,61.00,59.290001,60.650002,3153900,59.843729
2014-10-02,61.040001,61.82,59.639999,60.720001,3061200,59.912798
2014-10-01,61.09,62.73,60.970001,61.349998,2946400,60.53442
2014-09-30,61.09,62.07,60.490002,60.98,3790400,60.16934
2014-09-29,60.310001,61.450001,60.189999,61.049999,1850300,60.238409
2014-09-26,59.509998,61.099998,59.18,60.91,2423100,60.100271
2014-09-25,59.540001,59.650002,58.610001,59.34,1818200,58.551142
2014-09-24,59.310001,59.93,58.130001,59.48,2189600,58.689281
2014-09-23,59.889999,61.02,59.470001,59.52,1778200,58.72875
2014-09-22,61.580002,61.889999,59.950001,60.009998,2722600,59.212234
2014-09-19,61.57,62.16,61.310001,61.919998,2357500,61.096842
2014-09-18,61.860001,62.200001,60.880001,61.360001,1546500,60.544289
2014-09-17,62.799999,62.93,60.790001,61.810001,2568200,60.988308
2014-09-16,61.790001,63.77,61.650002,62.639999,2598500,61.807272
2014-09-15,61.41,62.110001,60.790001,62.060001,1980600,61.234984
2014-09-12,61.68,62.119999,60.849998,61.50,2561000,60.682427
2014-09-11,62.470001,63.349998,61.540001,61.759998,3759500,60.938969
2014-09-10,64.809998,65.150002,61.91,62.970001,4484000,62.132887
2014-09-09,66.209999,66.330002,64.720001,64.830002,2316400,63.968161
2014-09-08,66.57,67.07,66.120003,66.510002,1577000,65.625827
2014-09-05,65.620003,66.839996,65.00,66.610001,2497000,65.724496
2014-09-04,64.660004,66.269997,64.419998,65.730003,2979200,64.856198
2014-09-03,64.129997,64.860001,63.880001,64.629997,1691400,63.770815
2014-09-02,64.860001,65.040001,63.549999,63.779999,2109500,62.932116
2014-08-29,64.370003,65.040001,64.220001,64.739998,1408700,63.879353
2014-08-28,63.779999,64.540001,63.32,64.480003,1932800,63.622815
2014-08-27,64.50,64.690002,63.400002,63.709999,2732800,62.863047
2014-08-26,64.800003,65.199997,63.950001,64.760002,1664800,63.60308
2014-08-25,64.800003,65.309998,64.199997,64.910004,1289300,63.750402
2014-08-22,63.880001,64.709999,61.139999,64.50,2254400,63.347723
2014-08-21,64.849998,64.849998,63.740002,63.98,2495600,62.837012
2014-08-20,64.220001,64.879997,63.400002,64.690002,1920200,63.534331
2014-08-19,64.050003,64.339996,63.290001,64.260002,2105900,63.112012
2014-08-18,63.41,64.470001,63.16,63.970001,2777900,62.827192
2014-08-15,63.880001,64.199997,62.16,62.959999,3286600,61.835234
2014-08-14,63.560001,64.190002,63.060001,63.689999,2498700,62.552192
2014-08-13,62.59,63.689999,61.939999,63.43,2158600,62.296838
2014-08-12,61.82,62.82,61.599998,62.200001,2170100,61.088812
2014-08-11,63.43,63.740002,61.720001,61.759998,2610500,60.656671
2014-08-08,63.00,63.43,62.59,63.310001,1919300,62.178983
2014-08-07,62.119999,63.23,61.77,62.73,3529600,61.609343
2014-08-06,61.18,62.549999,61.099998,61.869999,2770000,60.764706
2014-08-05,60.919998,61.799999,60.470001,61.299999,2457500,60.204889
2014-08-04,59.950001,61.349998,59.68,61.200001,2795000,60.106677
2014-08-01,60.470001,61.48,58.549999,59.849998,3497400,58.780792
