Date,Open,High,Low,Close,Volume,Adj Close
2015-04-08,39.00,39.130001,38.50,38.650002,3084700,38.559551
2015-04-07,39.029999,39.310001,38.900002,39.060001,2948300,38.968591
2015-04-06,38.490002,39.049999,38.349998,38.91,2330600,38.81894
2015-04-02,38.299999,39.209999,38.259998,38.630001,3503000,38.539597
2015-04-01,38.150002,38.52,37.740002,38.400002,4780000,38.310136
2015-03-31,38.400002,38.66,38.099998,38.299999,4619200,38.210367
2015-03-30,38.25,38.610001,37.939999,38.50,3993600,38.4099
2015-03-27,38.150002,38.349998,38.00,38.16,2821000,38.070696
2015-03-26,38.060001,38.32,37.689999,38.16,3744800,38.070696
2015-03-25,39.009998,39.130001,38.290001,38.299999,4169300,38.210367
2015-03-24,39.759998,39.799999,38.349998,38.700001,10066000,38.609433
2015-03-23,40.02,40.740002,39.689999,39.799999,5645000,39.706857
2015-03-20,40.099998,40.610001,39.889999,40.220001,4763200,40.125876
2015-03-19,39.509998,40.169998,39.470001,39.830002,3903500,39.736789
2015-03-18,38.689999,39.740002,38.330002,39.599998,5289200,39.507324
2015-03-17,38.099998,38.810001,38.09,38.709999,4179300,38.619408
2015-03-16,37.580002,38.18,37.470001,38.09,5180600,38.00086
2015-03-13,37.419998,37.509998,37.099998,37.419998,4080200,37.332426
2015-03-12,37.799999,38.25,37.369999,37.560001,6549600,37.472101
2015-03-11,39.779999,39.779999,37.349998,37.549999,16163300,37.462123
2015-03-10,40.02,40.080002,39.549999,39.779999,4173400,39.686903
2015-03-09,40.860001,40.869999,40.349998,40.439999,2720400,40.345359
2015-03-06,40.330002,41.080002,40.27,40.66,4271400,40.564845
2015-03-05,41.25,41.450001,40.400002,40.560001,3970400,40.465081
2015-03-04,42.349998,42.380001,41.23,41.400002,4520000,41.303115
2015-03-03,42.16,42.41,41.740002,42.389999,3404400,42.290796
2015-03-02,41.310001,42.25,41.16,42.169998,3581200,42.07131
2015-02-27,40.990002,41.75,40.880001,41.310001,2928600,41.213325
2015-02-26,41.330002,41.490002,40.689999,40.869999,2492600,40.774353
2015-02-25,41.389999,41.439999,41.07,41.299999,1981400,41.203347
2015-02-24,41.439999,41.540001,41.00,41.50,2613600,41.303112
2015-02-23,41.68,41.82,41.32,41.470001,2660500,41.273255
2015-02-20,41.240002,41.700001,40.799999,41.669998,4044000,41.472304
2015-02-19,41.27,41.540001,40.900002,41.34,3581800,41.143871
2015-02-18,40.810001,41.119999,40.349998,41.119999,2756000,40.924914
2015-02-17,40.669998,41.00,40.240002,40.630001,2637000,40.437241
2015-02-13,40.740002,41.150002,40.52,40.700001,3519600,40.506908
2015-02-12,40.200001,40.82,40.049999,40.790001,3410600,40.596481
2015-02-11,40.709999,40.880001,40.049999,40.23,2928400,40.039137
2015-02-10,40.00,40.790001,39.849998,40.709999,3503700,40.516859
2015-02-09,39.540001,39.91,39.43,39.77,2916200,39.58132
2015-02-06,40.099998,40.27,39.599998,39.759998,3071900,39.571365
2015-02-05,39.310001,40.040001,39.310001,40.02,3310500,39.830134
2015-02-04,38.869999,39.619999,38.860001,39.25,4730100,39.063787
2015-02-03,39.73,39.810001,38.77,38.869999,7087500,38.685588
2015-02-02,39.040001,39.599998,38.509998,39.57,5855600,39.382268
2015-01-30,41.490002,42.00,38.889999,39.040001,10232900,38.854784
2015-01-29,40.169998,40.27,39.470001,40.209999,5868300,40.019231
2015-01-28,41.200001,41.200001,40.130001,40.18,4258000,39.989375
2015-01-27,41.07,41.200001,40.509998,41.060001,3786200,40.865201
2015-01-26,41.27,41.549999,40.799999,41.310001,3614600,41.114015
2015-01-23,41.00,41.52,40.900002,41.27,3612300,41.074204
2015-01-22,40.959999,41.200001,40.48,41.099998,4349500,40.905008
2015-01-21,40.09,40.779999,39.970001,40.709999,3787300,40.516859
2015-01-20,40.57,40.75,40.029999,40.310001,4750600,40.118759
2015-01-16,40.099998,40.400002,39.48,40.360001,3809500,40.168521
2015-01-15,39.849998,40.43,39.540001,40.09,6791500,39.899802
2015-01-14,38.52,39.919998,38.48,39.849998,6969700,39.660938
2015-01-13,39.110001,39.23,38.389999,38.849998,6462100,38.665683
2015-01-12,40.349998,40.389999,39.00,39.099998,4069700,38.914497
2015-01-09,41.209999,41.27,40.099998,40.349998,3423100,40.158566
2015-01-08,40.02,41.209999,39.939999,41.200001,5632800,41.004536
2015-01-07,39.599998,40.330002,39.470001,39.740002,3600100,39.551464
2015-01-06,38.959999,39.700001,38.889999,39.259998,4562600,39.073737
2015-01-05,39.75,40.209999,38.990002,39.029999,3809800,38.844829
2015-01-02,40.09,40.52,39.599998,39.950001,3225300,39.760466
2014-12-31,40.459999,40.830002,40.060001,40.09,2392100,39.899802
2014-12-30,40.25,40.830002,39.75,40.43,2614100,40.238189
2014-12-29,40.099998,40.330002,39.369999,40.23,3698200,40.039137
2014-12-26,40.380001,40.549999,40.139999,40.18,1561300,39.989375
2014-12-24,41.27,41.360001,40.27,40.330002,1509200,40.138665
2014-12-23,41.18,41.759998,41.09,41.23,4159300,41.034392
2014-12-22,40.32,41.00,40.18,40.990002,4070100,40.795533
2014-12-19,39.669998,40.490002,39.470001,40.220001,6447400,40.029186
2014-12-18,39.889999,39.950001,38.25,39.720001,9242700,39.531558
2014-12-17,39.669998,39.900002,39.07,39.459999,5994400,39.272789
2014-12-16,40.98,41.150002,39.560001,39.59,6277500,39.402174
2014-12-15,40.98,41.52,40.59,41.220001,5985500,41.024442
2014-12-12,41.310001,41.860001,40.790001,40.799999,5557800,40.606432
2014-12-11,40.869999,42.290001,40.779999,41.73,5675300,41.53202
2014-12-10,41.220001,41.310001,40.389999,40.610001,6769100,40.417335
2014-12-09,41.049999,41.599998,40.889999,41.200001,5812000,41.004536
2014-12-08,41.450001,41.889999,41.009998,41.310001,4077500,41.114015
2014-12-05,41.07,42.310001,40.990002,41.650002,7741000,41.452402
2014-12-04,41.549999,41.740002,40.560001,40.700001,5138400,40.506908
2014-12-03,41.259998,41.560001,40.310001,41.50,6303700,41.303112
2014-12-02,40.849998,41.360001,40.330002,41.200001,7635700,41.004536
2014-12-01,42.139999,42.529999,41.080002,41.310001,4525600,41.114015
2014-11-28,42.200001,42.560001,42.099998,42.34,1644900,42.139127
2014-11-26,41.580002,42.18,41.529999,42.07,2812400,41.870407
2014-11-25,41.25,41.740002,41.220001,41.41,5874200,41.114015
2014-11-24,42.25,42.25,41.16,41.25,7467000,40.955159
2014-11-21,43.080002,43.130001,41.970001,42.259998,5417900,41.957938
2014-11-20,43.00,43.369999,42.540001,42.560001,5763200,42.255797
2014-11-19,42.700001,43.240002,42.490002,43.18,5301500,42.871364
2014-11-18,43.00,43.349998,42.169998,42.650002,7350100,42.345153
2014-11-17,42.349998,43.080002,41.509998,43.029999,9030300,42.722435
2014-11-14,41.18,41.240002,40.32,40.66,3990600,40.369376
2014-11-13,40.310001,41.360001,40.259998,41.18,4567500,40.885659
2014-11-12,40.549999,40.580002,39.619999,39.869999,4223500,39.585021
2014-11-11,40.82,41.240002,40.50,40.650002,3075100,40.359449
2014-11-10,41.27,41.490002,40.52,40.740002,3282400,40.448806
2014-11-07,41.50,41.57,40.509998,41.110001,3452100,40.81616
2014-11-06,41.50,41.779999,41.200001,41.529999,2512200,41.233156
2014-11-05,41.52,42.00,41.25,41.459999,2728900,41.163657
2014-11-04,40.82,41.34,40.75,41.029999,2969300,40.73673
2014-11-03,40.349998,40.970001,40.349998,40.830002,3082000,40.538162
2014-10-31,39.959999,40.369999,39.810001,40.349998,2698100,40.06159
2014-10-30,39.189999,39.950001,38.900002,39.619999,3143800,39.336808
2014-10-29,39.25,39.52,38.57,38.959999,2196300,38.681526
2014-10-28,39.049999,39.57,38.880001,39.360001,2455300,39.078668
2014-10-27,38.709999,39.029999,38.310001,38.799999,2369400,38.52267
2014-10-24,38.369999,38.799999,38.23,38.740002,2127500,38.463101
2014-10-23,38.849998,38.970001,38.23,38.32,3109400,38.046101
2014-10-22,38.919998,39.139999,38.43,38.549999,3430500,38.274457
2014-10-21,38.610001,39.18,38.610001,39.009998,3444600,38.731168
2014-10-20,37.57,38.400002,37.560001,38.349998,2690900,38.075885
2014-10-17,37.68,38.310001,37.349998,37.560001,5635200,37.291535
2014-10-16,38.009998,38.459999,37.02,37.119999,7283600,36.854677
2014-10-15,39.119999,39.419998,37.75,38.849998,5776400,38.572312
2014-10-14,39.529999,39.849998,38.970001,39.52,4825500,39.237525
2014-10-13,40.349998,40.59,39.240002,39.34,5566600,39.058811
2014-10-10,40.860001,41.310001,40.369999,40.419998,2934400,40.131089
2014-10-09,41.509998,42.099998,40.830002,40.959999,3822300,40.667231
2014-10-08,41.080002,41.549999,40.75,41.52,4564600,41.223229
2014-10-07,41.43,41.59,41.040001,41.049999,3954700,40.756587
2014-10-06,41.900002,42.00,41.07,41.52,4371900,41.223229
2014-10-03,41.130001,41.84,41.07,41.700001,7494500,41.401943
2014-10-02,39.939999,41.169998,39.939999,40.830002,7754900,40.538162
2014-10-01,39.82,40.09,39.389999,39.990002,7032500,39.704166
2014-09-30,38.93,39.869999,38.830002,39.369999,6447200,39.088595
2014-09-29,37.529999,38.98,37.41,38.849998,3940500,38.572312
2014-09-26,37.970001,38.189999,37.580002,37.740002,2267800,37.470249
2014-09-25,37.990002,38.110001,37.529999,37.779999,3065300,37.50996
2014-09-24,37.279999,38.400002,37.16,38.240002,4175500,37.966675
2014-09-23,37.700001,38.119999,37.139999,37.23,4705300,36.963892
2014-09-22,38.439999,38.439999,37.73,37.869999,2927500,37.599317
2014-09-19,38.959999,39.009998,38.50,38.509998,3845500,38.234742
2014-09-18,38.650002,38.860001,38.330002,38.779999,2952600,38.502812
2014-09-17,39.09,39.09,38.18,38.43,4157500,38.155315
2014-09-16,38.32,39.150002,38.18,39.080002,2680400,38.800671
2014-09-15,38.240002,38.41,38.009998,38.299999,3653200,38.026243
2014-09-12,38.880001,38.889999,38.119999,38.259998,4142100,37.986528
2014-09-11,38.610001,38.93,38.439999,38.810001,2995000,38.5326
2014-09-10,38.470001,38.900002,38.310001,38.82,3904700,38.542527
2014-09-09,38.220001,38.27,38.029999,38.23,2903800,37.956744
2014-09-08,37.880001,38.57,37.799999,38.32,3473100,38.046101
2014-09-05,37.400002,37.91,37.220001,37.889999,2336400,37.619174
2014-09-04,37.779999,38.09,37.299999,37.389999,3330100,37.122748
2014-09-03,38.369999,38.389999,37.720001,37.790001,3816500,37.51989
2014-09-02,38.139999,38.389999,38.00,38.369999,3124000,38.095743
2014-08-29,38.029999,38.110001,37.82,38.060001,3121700,37.787961
2014-08-28,37.700001,38.200001,37.48,38.040001,5076000,37.768104
2014-08-27,37.25,37.900002,36.880001,37.709999,4977300,37.44046
2014-08-26,37.549999,37.549999,36.799999,37.220001,3634200,36.879499
2014-08-25,37.32,37.459999,37.150002,37.459999,2144800,37.117302
2014-08-22,37.59,37.639999,36.84,37.02,2665500,36.681328
2014-08-21,37.810001,37.810001,37.41,37.450001,2636400,37.107395
2014-08-20,37.73,37.73,37.23,37.419998,2711600,37.077667
2014-08-19,37.43,37.869999,37.41,37.560001,3883300,37.216389
2014-08-18,37.669998,37.669998,37.220001,37.32,2353500,36.978583
2014-08-15,37.630001,37.799999,37.209999,37.389999,2830200,37.047942
2014-08-14,37.75,37.799999,37.459999,37.59,2442600,37.246113
2014-08-13,37.450001,37.700001,37.32,37.66,3478000,37.315473
2014-08-12,37.299999,37.419998,37.119999,37.369999,3315200,37.028125
2014-08-11,37.02,37.439999,36.900002,37.310001,3741100,36.968676
2014-08-08,36.860001,36.91,36.310001,36.869999,4852200,36.532699
2014-08-07,37.189999,37.290001,36.119999,36.389999,4984500,36.057091
2014-08-06,36.509998,37.200001,36.459999,37.130001,5467900,36.790322
2014-08-05,37.209999,37.349998,36.689999,36.740002,6114300,36.403891
2014-08-04,37.200001,37.470001,37.009998,37.240002,6145600,36.899317
2014-08-01,37.099998,37.560001,37.00,37.049999,11397600,36.711053
