Date,Open,High,Low,Close,Volume,Adj Close
2015-05-18,532.01001,534.820007,528.849976,532.299988,1998600,532.299988
2015-05-15,539.179993,539.273987,530.380005,533.849976,1962700,533.849976
2015-05-14,533.77002,539.00,532.409973,538.400024,1399100,538.400024
2015-05-13,530.559998,534.322021,528.655029,529.619995,1252300,529.619995
2015-05-12,531.599976,533.208984,525.26001,529.039978,1634200,529.039978
2015-05-11,538.369995,541.97998,535.400024,535.700012,905300,535.700012
2015-05-08,536.650024,541.150024,525.00,538.219971,1527600,538.219971
2015-05-07,523.98999,533.460022,521.75,530.700012,1546300,530.700012
2015-05-06,531.23999,532.380005,521.085022,524.219971,1567000,524.219971
2015-05-05,538.210022,539.73999,530.390991,530.799988,1383100,530.799988
2015-05-04,538.530029,544.070007,535.059998,540.780029,1308000,540.780029
2015-05-01,538.429993,539.539978,532.099976,537.900024,1768200,537.900024
2015-04-30,547.869995,548.590027,535.049988,537.340027,2082200,537.340027
2015-04-29,550.469971,553.679993,546.905029,549.080017,1698800,549.080017
2015-04-28,554.640015,556.02002,550.366028,553.679993,1491000,553.679993
2015-04-27,563.390015,565.950012,553.200012,555.369995,2398000,555.369995
2015-04-24,566.102522,571.14259,557.252507,565.062561,4932500,565.062561
2015-04-23,541.002435,550.96249,540.23244,547.002472,4184900,547.002472
2015-04-22,534.402426,541.082489,531.752397,539.367458,1593600,539.367458
2015-04-21,537.512456,539.392429,533.677415,533.972413,1844800,533.972413
2015-04-20,525.602352,536.092424,524.50235,535.382408,1679300,535.382408
2015-04-17,528.662379,529.842435,521.012371,524.052386,2144100,524.052386
2015-04-16,529.902414,535.592457,529.612373,533.802391,1299900,533.802391
2015-04-15,528.702406,534.732432,523.22235,532.532429,2318800,532.532429
2015-04-14,536.252409,537.572435,528.094354,530.392405,2604100,530.392405
2015-04-13,538.412385,544.062463,537.312445,539.172404,1645300,539.172404
2015-04-10,542.292411,542.292411,537.312445,540.012477,1409500,540.012477
2015-04-09,541.032486,541.95249,535.49239,540.782472,1557900,540.782472
2015-04-08,538.382457,543.852415,538.382457,541.612446,1178500,541.612446
2015-04-07,538.08244,542.692434,536.002395,537.022465,1302900,537.022465
2015-04-06,532.222375,538.412385,529.572407,536.767432,1324400,536.767432
2015-04-02,540.852427,540.852427,533.849395,535.532478,1716400,535.532478
2015-04-01,548.602441,551.142488,539.502472,542.562439,1963100,542.562439
2015-03-31,550.00246,554.712521,546.722468,548.002468,1588000,548.002468
2015-03-30,551.622503,553.472487,548.17249,552.032502,1287500,552.032502
2015-03-27,553.002509,555.282565,548.132463,548.342512,1897500,548.342512
2015-03-26,557.59255,558.90254,550.652497,555.172522,1572600,555.172522
2015-03-25,570.50259,572.262605,558.742494,558.787478,2152300,558.787478
2015-03-24,562.562541,574.592603,561.212586,570.192597,2583300,570.192597
2015-03-23,560.432554,562.362529,555.832536,558.81251,1643800,558.81251
2015-03-20,561.652574,561.722529,559.052548,560.362537,2616900,560.362537
2015-03-19,559.392531,560.802526,556.147548,557.992512,1197300,557.992512
2015-03-18,552.50248,559.782578,547.002472,559.502513,2134500,559.502513
2015-03-17,551.712533,553.802493,548.002468,550.842532,1805500,550.842532
2015-03-16,550.952514,556.852484,546.002476,554.512509,1641000,554.512509
2015-03-13,553.502537,558.402572,544.222448,547.322503,1703600,547.322503
2015-03-12,553.512513,556.37253,550.462523,555.512505,1389600,555.512505
2015-03-11,555.142533,558.142521,550.682486,551.182515,1820800,551.182515
2015-03-10,564.252539,564.852512,554.732473,555.012538,1792300,555.012538
2015-03-09,566.862541,570.272589,563.537504,568.852557,1062100,568.852557
2015-03-06,574.882583,576.682625,566.762597,567.687558,1659100,567.687558
2015-03-05,575.022616,577.912621,573.412548,575.332609,1389600,575.332609
2015-03-04,571.872558,577.112576,568.012607,573.372583,1876800,573.372583
2015-03-03,570.452587,575.392649,566.522559,573.64261,1704800,573.64261
2015-03-02,560.532559,572.152623,558.752531,571.342601,2129600,571.342601
2015-02-27,554.242482,564.712602,552.902503,558.402572,2410200,558.402572
2015-02-26,543.212476,556.142529,541.502464,555.482516,2311500,555.482516
2015-02-25,535.90245,546.22244,535.447406,543.872489,1826000,543.872489
2015-02-24,530.002419,536.792403,528.252381,536.092424,1005100,536.092424
2015-02-23,536.052398,536.441465,529.412361,531.912381,1457900,531.912381
2015-02-20,543.132484,543.75247,535.802444,538.952441,1444400,538.952441
2015-02-19,538.042413,543.11247,538.012424,542.872432,989100,542.872432
2015-02-18,541.402458,545.492471,537.512456,539.702422,1453100,539.702422
2015-02-17,546.832511,550.00246,541.092465,542.842504,1616800,542.842504
2015-02-13,543.352447,549.912491,543.132484,549.012501,1900300,549.012501
2015-02-12,537.252405,544.822482,534.675391,542.932472,1620200,542.932472
2015-02-11,535.302416,538.452473,533.380397,535.972405,1377800,535.972405
2015-02-10,529.302379,537.702431,526.922378,536.942412,1749900,536.942412
2015-02-09,528.002366,532.002411,526.022388,527.832406,1267800,527.832406
2015-02-06,527.642431,537.202463,526.412373,531.002415,1749400,531.002415
2015-02-05,523.792334,528.502395,522.092359,527.582391,1849800,527.582391
2015-02-04,529.2424,532.67442,521.272361,522.762349,1663700,522.762349
2015-02-03,528.002366,533.40243,523.262377,529.2424,2038700,529.2424
2015-02-02,531.732383,533.002407,518.552316,528.482381,2849800,528.482381
2015-01-30,515.862322,539.872444,515.522339,534.522445,5606400,534.522445
2015-01-29,511.002313,511.092313,501.202274,510.662331,4186400,510.662331
2015-01-28,522.782423,522.992349,510.002318,510.002318,1683800,510.002318
2015-01-27,529.972369,530.702398,518.192381,518.63237,1904000,518.63237
2015-01-26,538.532466,539.002444,529.672413,535.212448,1543700,535.212448
2015-01-23,535.592457,542.172453,533.002407,539.952437,2281700,539.952437
2015-01-22,521.482349,536.332463,519.702382,534.39245,2676900,534.39245
2015-01-21,507.252283,519.282407,506.202315,518.042312,2268700,518.042312
2015-01-20,511.002313,512.502307,506.018277,506.902294,2227900,506.902294
2015-01-16,500.012273,508.1923,500.002267,508.082288,2298300,508.082288
2015-01-15,505.572291,505.682273,497.762267,501.792271,2715800,501.792271
2015-01-14,494.652237,503.232286,493.002234,500.872267,2235700,500.872267
2015-01-13,498.842256,502.982302,492.392254,496.182251,2370500,496.182251
2015-01-12,494.942247,495.978261,487.562205,492.552209,2322400,492.552209
2015-01-09,504.7623,504.922285,494.792239,496.172274,2069400,496.172274
2015-01-08,497.992238,503.4823,491.002212,502.682255,3353600,502.682255
2015-01-07,507.002299,507.246285,499.652247,501.102268,2065100,501.102268
2015-01-06,515.002358,516.177334,501.052266,501.962262,2899900,501.962262
2015-01-05,523.262377,524.332389,513.062315,513.872306,2059800,513.872306
2015-01-02,529.012399,531.272443,524.102327,524.812404,1447600,524.812404
2014-12-31,531.252429,532.602384,525.802363,526.402397,1368200,526.402397
2014-12-30,528.092396,531.152424,527.132366,530.422394,876300,530.422394
2014-12-29,532.192446,535.482414,530.013375,530.332426,2278500,530.332426
2014-12-26,528.772422,534.252417,527.312364,534.032454,1036000,534.032454
2014-12-24,530.512424,531.761394,527.022384,528.772422,705900,528.772422
2014-12-23,527.00237,534.56241,526.292354,530.592416,2197600,530.592416
2014-12-22,516.082347,526.462376,516.082347,524.872383,2723800,524.872383
2014-12-19,511.512318,517.722342,506.91331,516.352313,3690200,516.352313
2014-12-18,512.952333,513.872306,504.70229,511.102319,2926700,511.102319
2014-12-17,497.002248,507.002299,496.812244,504.892295,2883200,504.892295
2014-12-16,511.562321,513.052308,489.00222,495.392273,3964300,495.392273
2014-12-15,522.742335,523.102331,513.272333,513.80229,2813400,513.80229
2014-12-12,523.512391,528.502395,518.662298,518.662298,1994600,518.662298
2014-12-11,527.802355,533.922411,527.102376,528.34241,1610800,528.34241
2014-12-10,533.082399,536.332463,525.562386,526.062353,1712300,526.062353
2014-12-09,522.142362,534.192438,520.502366,533.37244,1871300,533.37244
2014-12-08,527.132366,531.002415,523.792334,526.982357,2329400,526.982357
2014-12-05,531.002415,532.892425,524.282386,525.262369,2565600,525.262369
2014-12-04,531.1624,537.342434,528.592424,537.312445,1392100,537.312445
2014-12-03,531.442404,535.998416,529.262414,531.322384,1278000,531.322384
2014-12-02,533.512412,535.502427,529.802408,533.752389,1525800,533.752389
2014-12-01,538.902438,541.412434,531.862379,533.802391,2115400,533.802391
2014-11-28,540.622426,542.002431,536.602429,541.832471,1148300,541.832471
2014-11-26,540.882478,541.552406,537.044437,540.372412,1523000,540.372412
2014-11-25,539.002444,543.98241,538.60444,541.082489,1789100,541.082489
2014-11-24,537.652489,542.702471,535.622446,539.272471,1706000,539.272471
2014-11-21,541.612446,542.142464,536.562402,537.502419,2223700,537.502419
2014-11-20,531.252429,535.112381,531.082408,534.832438,1562000,534.832438
2014-11-19,535.002399,538.242425,530.082412,536.992415,1391600,536.992415
2014-11-18,537.502419,541.942452,534.172425,535.032449,1962700,535.032449
2014-11-17,543.582448,543.792436,534.063361,536.512461,1725800,536.512461
2014-11-14,546.682442,546.682442,542.152501,544.402507,1289200,544.402507
2014-11-13,549.802448,549.802448,543.482442,545.38249,1339400,545.38249
2014-11-12,550.392507,550.462523,545.172441,547.312465,1129400,547.312465
2014-11-11,548.492459,551.942473,546.302493,550.29244,965500,550.29244
2014-11-10,541.462498,549.592522,541.022449,547.492463,1134600,547.492463
2014-11-07,546.212525,546.212525,538.672437,541.012473,1633800,541.012473
2014-11-06,545.502448,546.887472,540.972385,542.042458,1333300,542.042458
2014-11-05,556.802481,556.802481,544.052426,545.922423,2032300,545.922423
2014-11-04,553.002509,555.502529,549.302481,554.112486,1244200,554.112486
2014-11-03,555.502529,557.902544,553.23251,555.222464,1382300,555.222464
2014-10-31,559.352504,559.572529,554.752486,559.082538,2035100,559.082538
2014-10-30,548.952522,552.802497,543.512493,550.312514,1455500,550.312514
2014-10-29,550.00246,554.19254,546.982459,549.332532,1770500,549.332532
2014-10-28,543.002488,548.98245,541.622422,548.902519,1271000,548.902519
2014-10-27,537.032441,544.412422,537.032441,540.772496,1185300,540.772496
2014-10-24,544.36248,544.882461,535.792407,539.782476,1973100,539.782476
2014-10-23,539.322474,547.222436,535.852386,543.98241,2348800,543.98241
2014-10-22,529.892437,539.802428,528.802351,532.712427,2919300,532.712427
2014-10-21,525.192353,526.792383,519.112324,526.542369,2336300,526.542369
2014-10-20,509.452317,521.762353,508.102301,520.84241,2607500,520.84241
2014-10-17,527.252385,530.982402,508.532313,511.172335,5539400,511.172335
2014-10-16,519.002342,529.432374,515.002358,524.512387,3708600,524.512387
2014-10-15,531.012391,532.802396,518.302363,530.032409,3719400,530.032409
2014-10-14,538.902438,547.192507,533.172368,537.942408,2222600,537.942408
2014-10-13,544.992443,549.502492,533.102413,533.212456,2581700,533.212456
2014-10-10,557.722484,565.132577,544.052426,544.492476,3081900,544.492476
2014-10-09,571.182555,571.492549,559.062524,560.882579,2524800,560.882579
2014-10-08,565.572566,573.882587,557.492484,572.502582,1990900,572.502582
2014-10-07,574.402629,575.27263,563.742534,563.742534,1911300,563.742534
2014-10-06,578.802574,581.002639,574.442595,577.352614,1214600,577.352614
2014-10-03,573.052613,577.227576,572.502582,575.282606,1141700,575.282606
2014-10-02,567.312567,571.912585,563.322559,570.082615,1178400,570.082615
2014-10-01,576.012635,577.582615,567.01255,568.272597,1445500,568.272597
2014-09-30,576.932578,579.852634,572.852541,577.36259,1621700,577.36259
2014-09-29,571.7526,578.192625,571.172579,576.362594,1282400,576.362594
2014-09-26,576.062638,579.2526,574.662558,577.1026,1443700,577.1026
2014-09-25,587.552646,587.982658,574.182604,575.062581,1926000,575.062581
2014-09-24,581.462641,589.632691,580.522624,587.992634,1728100,587.992634
2014-09-23,586.852606,586.852606,581.002639,581.132634,1471400,581.132634
2014-09-22,593.82271,593.951665,583.462694,587.372648,1689500,587.372648
2014-09-19,591.502688,596.482654,589.502696,596.082692,3736600,596.082692
2014-09-18,587.002675,589.542661,585.002622,589.272695,1444600,589.272695
2014-09-17,580.012619,587.522656,578.777665,584.772683,1692800,584.772683
2014-09-16,572.762572,581.502606,572.662566,579.95264,1480400,579.95264
2014-09-15,572.94257,574.952599,568.212618,573.102555,1597600,573.102555
2014-09-12,581.002639,581.642639,574.462608,575.622589,1601700,575.622589
2014-09-11,580.362639,581.812599,576.262588,581.352598,1221000,581.352598
2014-09-10,581.502606,583.502659,576.942615,583.102636,977400,583.102636
2014-09-09,588.902723,589.002667,580.002643,581.012615,1287200,581.012615
2014-09-08,586.602653,591.772715,586.302635,589.722659,1431000,589.722659
2014-09-05,583.982613,586.55265,581.952632,586.082672,1632400,586.082672
2014-09-04,580.002643,586.00268,579.222611,581.982621,1458200,581.982621
2014-09-03,580.002643,582.992655,575.002602,577.942611,1215100,577.942611
2014-09-02,571.852545,577.832629,571.192593,577.332662,1578400,577.332662
2014-08-29,571.332625,572.04258,567.07155,571.60253,1083800,571.60253
2014-08-28,569.562573,573.252563,567.102518,569.202577,1292900,569.202577
2014-08-27,577.272622,578.492581,570.105627,571.002557,1703400,571.002557
2014-08-26,581.262629,581.802623,576.582619,577.862619,1639700,577.862619
2014-08-25,584.722619,585.002622,579.002647,580.202654,1361400,580.202654
2014-08-22,583.592689,585.238682,580.642643,582.562642,789100,582.562642
2014-08-21,583.822628,584.502655,581.142671,583.372664,914800,583.372664
2014-08-20,585.88266,586.702658,582.572618,584.492618,1036700,584.492618
2014-08-19,585.002622,587.342658,584.002627,586.862643,978700,586.862643
2014-08-18,576.11258,584.512631,576.002598,582.162619,1284100,582.162619
2014-08-15,577.862619,579.382595,570.522603,573.482564,1519200,573.482564
2014-08-14,576.182596,577.902645,570.882599,574.652643,985500,574.652643
2014-08-13,567.312567,575.002602,565.752564,574.782639,1441800,574.782639
2014-08-12,564.522567,565.902572,560.882579,562.732562,1542000,562.732562
2014-08-11,569.992585,570.492553,566.002578,567.882551,1214700,567.882551
2014-08-08,563.562536,570.252576,560.3525,568.772626,1494800,568.772626
2014-08-07,568.00257,569.89258,561.102482,563.362525,1110900,563.362525
2014-08-06,561.782569,570.702601,560.002541,566.376589,1334400,566.376589
2014-08-05,570.052564,571.982601,562.612543,565.072598,1551200,565.072598
2014-08-04,569.042531,575.352561,564.102531,573.152619,1427300,573.152619
2014-08-01,570.402584,575.962633,562.85252,566.072594,1955300,566.072594
