Date,Open,High,Low,Close,Volume,Adj Close
2015-06-18,92.110001,92.82,91.099998,92.419998,1864000,91.856187
2015-06-17,91.470001,93.379997,91.260002,92.019997,1774600,91.458625
2015-06-16,91.480003,92.25,90.989998,91.050003,1412300,90.494549
2015-06-15,92.230003,92.379997,91.330002,91.75,1297000,91.190276
2015-06-12,93.529999,93.889999,92.129997,93.010002,1508000,92.442591
2015-06-11,93.550003,94.860001,93.550003,94.459999,1295200,93.883743
2015-06-10,93.019997,94.089996,92.110001,93.599998,1825900,93.028988
2015-06-09,92.550003,92.849998,91.410004,92.040001,1567300,91.478508
2015-06-08,94.650002,95.290001,92.379997,92.599998,1755600,92.035089
2015-06-05,95.400002,95.580002,94.269997,94.870003,1050600,94.291245
2015-06-04,97.300003,97.940002,94.610001,95.400002,1847200,94.81801
2015-06-03,97.690002,98.190002,96.849998,98.139999,1424400,97.541293
2015-06-02,96.989998,97.300003,96.519997,96.949997,1027000,96.35855
2015-06-01,97.599998,97.849998,96.389999,97.129997,1431500,96.537452
2015-05-29,98.870003,98.940002,96.629997,97.360001,2975800,96.766052
2015-05-28,97.57,99.760002,97.480003,99.230003,3934200,98.624647
2015-05-27,93.699997,94.660004,93.139999,94.370003,1344700,93.794295
2015-05-26,95.239998,96.00,92.510002,93.199997,1977500,92.631427
2015-05-22,95.059998,95.790001,95.00,95.230003,886200,94.649049
2015-05-21,95.099998,95.669998,94.379997,95.25,978000,94.668924
2015-05-20,95.779999,96.110001,94.709999,94.830002,1380800,94.251488
2015-05-19,97.779999,97.839996,94.790001,95.589996,2700400,95.006846
2015-05-18,97.209999,98.400002,97.169998,97.870003,1102000,97.272943
2015-05-15,98.620003,98.650002,97.32,97.669998,2179000,97.074159
2015-05-14,96.949997,98.449997,96.330002,98.410004,1297200,97.80965
2015-05-13,96.400002,97.209999,95.800003,95.959999,1406800,95.374592
2015-05-12,95.480003,96.370003,94.889999,95.959999,1537000,95.374592
2015-05-11,96.739998,97.910004,95.849998,96.050003,1184100,95.464047
2015-05-08,95.900002,96.839996,95.760002,96.529999,1165000,95.941114
2015-05-07,94.449997,95.699997,94.050003,94.839996,1539100,94.261422
2015-05-06,96.919998,97.370003,94.050003,94.870003,2469300,94.291245
2015-05-05,98.870003,99.239998,96.43,96.790001,2161800,96.19953
2015-05-04,99.379997,99.93,98.489998,99.510002,1953300,98.902938
2015-05-01,98.110001,99.910004,97.839996,99.330002,2464000,98.724036
2015-04-30,95.620003,97.959999,95.620003,97.739998,3637200,97.143732
2015-04-29,94.43,96.949997,93.839996,95.830002,4589600,95.245388
2015-04-28,98.459999,98.610001,96.800003,97.900002,2479100,97.302759
2015-04-27,99.559998,99.93,98.239998,98.900002,1476000,98.296659
2015-04-24,100.540001,100.690002,99.080002,99.75,962200,99.141472
2015-04-23,99.959999,100.879997,99.230003,100.269997,1178200,99.658296
2015-04-22,99.82,100.459999,99.040001,100.309998,1273800,99.698053
2015-04-21,101.330002,102.07,98.75,99.68,1930800,99.071899
2015-04-20,99.43,102.07,99.43,101.580002,2576200,100.960309
2015-04-17,97.550003,100.290001,97.529999,99.440002,2987000,98.833365
2015-04-16,97.879997,98.620003,97.370003,97.830002,2435400,97.233186
2015-04-15,97.300003,99.540001,97.300003,99.040001,2538500,98.435804
2015-04-14,96.620003,96.970001,95.25,96.160004,1659600,95.573376
2015-04-13,97.129997,97.129997,95.449997,95.50,1771200,94.917399
2015-04-10,94.629997,96.489998,94.449997,95.889999,2115300,95.305019
2015-04-09,93.489998,94.620003,93.050003,94.019997,2041100,93.446424
2015-04-08,94.419998,94.599998,93.480003,93.910004,2045600,93.337102
2015-04-07,93.389999,94.830002,93.199997,94.110001,2018700,93.535879
2015-04-06,92.160004,93.550003,91.830002,93.190002,1714700,92.621494
2015-04-02,91.790001,93.309998,91.699997,93.00,2081200,92.43265
2015-04-01,90.559998,92.360001,89.82,92.349998,2851900,91.786614
2015-03-31,91.93,92.059998,90.279999,91.010002,2408900,90.454792
2015-03-30,93.330002,93.589996,92.129997,92.93,1787300,91.86613
2015-03-27,94.260002,94.400002,92.370003,92.730003,2014400,91.668422
2015-03-26,92.739998,94.580002,91.610001,93.639999,3546000,92.568001
2015-03-25,98.540001,98.540001,94.589996,94.620003,2150600,93.536785
2015-03-24,99.440002,100.080002,97.559998,97.940002,1759600,96.818777
2015-03-23,100.389999,101.360001,99.510002,99.639999,1784900,98.499312
2015-03-20,100.07,101.080002,99.089996,100.440002,2417900,99.290157
2015-03-19,98.339996,99.620003,98.160004,99.300003,1942300,98.163208
2015-03-18,97.639999,98.489998,96.169998,97.879997,2572000,96.759459
2015-03-17,97.529999,98.169998,96.230003,96.620003,1500000,95.513889
2015-03-16,97.959999,99.410004,97.589996,98.199997,1516200,97.075795
2015-03-13,98.18,98.559998,96.080002,97.190002,2210300,96.077363
2015-03-12,95.349998,98.82,95.07,98.559998,2943700,97.431674
2015-03-11,98.849998,99.029999,96.370003,97.889999,3293200,96.769346
2015-03-10,101.419998,102.120003,99.379997,99.389999,2378600,98.252174
2015-03-09,102.68,103.25,101.75,102.580002,1682300,101.405657
2015-03-06,104.669998,105.489998,102.230003,102.529999,1509800,101.356227
2015-03-05,105.68,105.68,104.650002,105.379997,881700,104.173598
2015-03-04,104.610001,105.529999,103.349998,105.360001,1649500,104.15383
2015-03-03,108.169998,108.550003,104.809998,105.57,1791500,104.361425
2015-03-02,107.419998,110.00,106.639999,108.779999,1821100,107.534676
2015-02-27,107.419998,107.989998,106.620003,106.980003,1623800,105.755287
2015-02-26,106.75,108.480003,106.220001,107.339996,2215400,106.111159
2015-02-25,108.25,108.25,105.769997,106.150002,2352100,104.934787
2015-02-24,110.599998,110.830002,107.980003,108.970001,1651500,107.722503
2015-02-23,111.650002,111.839996,110.220001,111.089996,1760200,109.818229
2015-02-20,109.709999,111.529999,108.169998,111.309998,2268100,110.035711
2015-02-19,109.18,109.879997,108.730003,109.839996,2792100,108.582539
2015-02-18,106.830002,109.050003,105.129997,109.00,2778100,107.752159
2015-02-17,105.50,107.230003,105.50,106.769997,1302800,105.547685
2015-02-13,107.959999,108.860001,107.050003,107.610001,1246800,106.378072
2015-02-12,106.400002,107.910004,106.110001,107.190002,1718200,105.962882
2015-02-11,104.00,106.209999,103.730003,106.089996,1872600,104.875469
2015-02-10,103.18,104.129997,101.639999,104.080002,1301000,102.888485
2015-02-09,103.230003,103.529999,102.269997,102.599998,963600,101.425425
2015-02-06,104.25,106.160004,103.120003,103.400002,1736500,102.216269
2015-02-05,103.849998,104.919998,103.209999,104.110001,1603100,102.91814
2015-02-04,100.690002,105.239998,100.650002,104.040001,4537800,102.848942
2015-02-03,98.459999,100.75,97.389999,100.690002,2227000,99.537295
2015-02-02,97.260002,98.50,95.540001,98.419998,2317800,97.293278
2015-01-30,99.870003,101.040001,96.959999,97.230003,2381000,96.116906
2015-01-29,100.25,101.510002,98.82,101.059998,2533700,99.903054
2015-01-28,104.230003,104.949997,99.639999,99.830002,5081900,98.687139
2015-01-27,99.089996,100.099998,97.230003,97.629997,3305000,96.512321
2015-01-26,101.470001,101.989998,96.699997,100.980003,5789500,99.823976
2015-01-23,105.300003,107.040001,105.260002,106.099998,2250200,104.885357
2015-01-22,106.540001,106.68,104.440002,105.290001,3319400,104.084632
2015-01-21,106.050003,107.290001,105.699997,106.629997,1037900,105.409288
2015-01-20,107.139999,107.139999,105.199997,106.589996,1401400,105.369745
2015-01-16,104.599998,106.580002,103.110001,106.370003,1877000,105.15227
2015-01-15,109.279999,109.389999,104.660004,104.699997,2172700,103.501382
2015-01-14,109.309998,109.669998,107.57,108.769997,1330900,107.524788
2015-01-13,111.00,112.57,108.739998,109.379997,1603600,108.127806
2015-01-12,111.449997,111.779999,109.690002,110.32,1516400,109.057047
2015-01-09,110.940002,113.879997,110.720001,112.220001,2189400,110.935297
2015-01-08,109.239998,111.440002,109.239998,110.379997,2533100,109.116358
2015-01-07,107.510002,108.449997,106.32,108.139999,1552700,106.902003
2015-01-06,108.389999,109.339996,106.129997,106.540001,2014900,105.320322
2015-01-05,110.220001,111.230003,108.559998,108.970001,1662700,107.722503
2015-01-02,111.800003,111.919998,109.260002,110.43,966400,109.165788
2014-12-31,112.169998,112.279999,110.610001,110.699997,1090400,109.432694
2014-12-30,112.260002,112.82,111.800003,112.309998,1457900,111.024263
2014-12-29,112.779999,113.889999,112.589996,113.040001,992600,111.350487
2014-12-26,113.790001,113.989998,113.059998,113.089996,639100,111.399735
2014-12-24,113.629997,113.75,112.639999,113.110001,783000,111.41944
2014-12-23,114.389999,114.559998,112.150002,113.300003,2104200,111.606603
2014-12-22,113.580002,114.480003,113.279999,114.279999,2155400,112.571951
2014-12-19,112.709999,114.690002,112.709999,113.879997,3764500,112.177928
2014-12-18,109.510002,112.489998,109.239998,112.360001,3202100,110.68065
2014-12-17,104.839996,108.860001,104.839996,107.949997,2335200,106.336559
2014-12-16,105.029999,108.07,104.440002,104.489998,2368800,102.928273
2014-12-15,105.919998,107.110001,104.82,105.400002,1475900,103.824676
2014-12-12,106.839996,107.650002,105.610001,105.629997,1600500,104.051234
2014-12-11,108.190002,109.089996,107.230003,108.040001,1909000,106.425217
2014-12-10,108.379997,109.639999,107.00,107.230003,2937300,105.627326
2014-12-09,103.620003,108.669998,103.620003,107.800003,3598500,106.188807
2014-12-08,104.550003,105.830002,104.139999,105.050003,1676100,103.479909
2014-12-05,104.00,105.209999,103.610001,105.07,2150800,103.499606
2014-12-04,103.040001,104.209999,102.919998,103.720001,1458300,102.169785
2014-12-03,102.949997,103.379997,102.110001,103.139999,1080000,101.598452
2014-12-02,102.18,103.230003,101.739998,102.720001,1284800,101.184731
2014-12-01,103.099998,103.370003,101.330002,102.150002,1828700,100.623251
2014-11-28,103.540001,104.00,102.970001,103.269997,862400,101.726506
2014-11-26,102.00,103.690002,101.57,103.669998,1465900,102.12053
2014-11-25,103.00,104.00,102.559998,102.629997,2333400,101.096073
2014-11-24,101.529999,102.970001,101.459999,102.760002,1229900,101.224134
2014-11-21,102.620003,103.480003,100.830002,101.699997,2608400,100.179972
2014-11-20,100.010002,101.809998,99.080002,101.769997,1198400,100.248926
2014-11-19,100.239998,100.43,99.349998,99.910004,1180800,98.416732
2014-11-18,98.379997,101.199997,98.139999,100.389999,2022000,98.889554
2014-11-17,98.290001,98.910004,97.269997,98.540001,1835600,97.067206
2014-11-14,98.010002,98.809998,97.779999,98.410004,1115900,96.939152
2014-11-13,97.470001,98.160004,97.089996,97.830002,1270100,96.367819
2014-11-12,96.980003,98.110001,96.50,97.629997,1575500,96.170803
2014-11-11,97.639999,97.93,96.389999,96.949997,1455900,95.500967
2014-11-10,97.620003,98.00,97.059998,97.639999,1858700,96.180656
2014-11-07,97.949997,98.970001,97.339996,97.699997,5057200,96.239757
2014-11-06,100.00,101.07,97.559998,97.870003,3240400,96.407222
2014-11-05,100.760002,101.389999,100.029999,101.279999,1223000,99.766251
2014-11-04,100.230003,101.199997,99.599998,100.00,2100100,98.505384
2014-11-03,98.720001,101.470001,98.50,100.75,2785100,99.244174
2014-10-31,97.18,98.589996,96.160004,98.370003,2665900,96.899749
2014-10-30,95.209999,95.669998,94.110001,95.190002,2075300,93.767277
2014-10-29,93.00,97.50,92.57,95.790001,4290300,94.358308
2014-10-28,93.279999,94.169998,91.68,93.080002,2701500,91.688813
2014-10-27,91.760002,93.809998,90.620003,92.949997,2291900,91.560751
2014-10-24,91.07,91.82,90.160004,91.68,1488100,90.309736
2014-10-23,90.50,91.07,89.599998,90.589996,1821100,89.236024
2014-10-22,90.720001,90.989998,89.120003,89.269997,1737500,87.935753
2014-10-21,88.809998,90.769997,88.510002,90.68,2313400,89.324682
2014-10-20,87.019997,88.169998,86.849998,87.830002,1969500,86.51728
2014-10-17,86.389999,87.800003,86.269997,86.839996,2276300,85.542072
2014-10-16,83.660004,86.419998,83.169998,85.580002,1643600,84.300909
2014-10-15,84.389999,85.300003,82.849998,85.099998,3431500,83.82808
2014-10-14,87.269997,87.510002,85.309998,85.870003,2881000,84.586576
2014-10-13,90.120003,90.830002,86.269997,86.470001,3341700,85.177607
2014-10-10,93.75,94.739998,90.459999,90.459999,2242800,89.107969
2014-10-09,95.68,95.68,93.370003,93.389999,1645600,91.994177
2014-10-08,93.360001,95.790001,92.720001,95.660004,1692100,94.230254
2014-10-07,94.239998,94.669998,93.269997,93.309998,1519900,91.915371
2014-10-06,95.910004,96.230003,94.650002,94.699997,1628300,93.284595
2014-10-03,95.650002,96.269997,95.059998,95.400002,1356700,93.974138
2014-10-02,94.669998,95.349998,93.32,95.110001,1518400,93.688471
2014-10-01,96.480003,96.779999,94.43,94.580002,1912200,93.166394
2014-09-30,96.230003,97.730003,96.010002,97.32,1713700,95.471419
2014-09-29,96.029999,96.900002,95.43,96.25,1590200,94.421744
2014-09-26,96.18,97.629997,96.059998,97.290001,1227000,95.44199
2014-09-25,98.610001,98.699997,95.559998,96.190002,1589500,94.362886
2014-09-24,96.980003,98.68,96.779999,98.349998,1563700,96.481853
2014-09-23,98.260002,98.43,97.00,97.019997,1383700,95.177115
2014-09-22,98.510002,98.739998,97.830002,98.199997,1668000,96.334701
2014-09-19,99.199997,100.150002,98.129997,98.519997,6097100,96.648622
2014-09-18,97.959999,99.940002,97.339996,99.580002,2302800,97.688493
2014-09-17,98.120003,98.300003,96.449997,97.82,2347500,95.961922
2014-09-16,97.300003,98.43,96.900002,98.099998,1523100,96.236602
2014-09-15,99.690002,100.279999,97.400002,97.550003,1610600,95.697054
2014-09-12,99.57,100.290001,99.300003,99.889999,1690000,97.992602
2014-09-11,99.650002,100.68,98.889999,100.059998,1117200,98.159371
2014-09-10,99.760002,100.25,99.019997,99.889999,1377500,97.992602
2014-09-09,100.620003,100.639999,99.419998,99.849998,1570400,97.953361
2014-09-08,101.169998,101.709999,99.760002,100.440002,1988100,98.532158
2014-09-05,101.220001,101.459999,100.379997,100.919998,1342500,99.003036
2014-09-04,101.739998,102.220001,100.650002,100.949997,1250500,99.032465
2014-09-03,102.43,102.43,101.25,101.739998,1361500,99.80746
2014-09-02,103.07,103.25,101.519997,102.00,1428600,100.062523
2014-08-29,102.769997,103.50,101.889999,103.010002,1316600,101.053341
2014-08-28,101.690002,102.599998,101.660004,102.07,1354000,100.131194
2014-08-27,102.360001,103.510002,101.949997,102.709999,1363200,100.759036
2014-08-26,101.690002,102.279999,101.330002,101.949997,1069800,100.01347
2014-08-25,101.43,102.639999,101.43,101.910004,821900,99.974237
2014-08-22,101.150002,101.550003,100.470001,101.00,1016500,99.081518
2014-08-21,100.139999,100.709999,99.970001,100.699997,1310700,98.787214
2014-08-20,99.82,100.809998,99.769997,100.239998,1109100,98.335952
2014-08-19,100.949997,101.440002,99.650002,100.010002,1560500,98.110325
2014-08-18,100.709999,101.43,100.269997,100.839996,1000800,98.924554
2014-08-15,101.00,101.309998,99.480003,100.620003,1587600,98.708739
2014-08-14,100.739998,100.779999,99.32,100.360001,1467000,98.453676
2014-08-13,98.959999,100.410004,98.959999,100.400002,1973800,98.492917
2014-08-12,101.029999,101.029999,98.43,99.510002,2506100,97.619823
2014-08-11,101.400002,102.120003,100.809998,100.940002,1066300,99.02266
2014-08-08,101.709999,101.900002,100.769997,101.300003,1340400,99.375823
2014-08-07,102.059998,102.760002,101.029999,101.599998,1647000,99.67012
2014-08-06,101.199997,102.25,101.019997,101.879997,1511100,99.9448
2014-08-05,101.389999,102.540001,101.220001,101.650002,1916300,99.719173
2014-08-04,100.300003,102.510002,100.110001,102.099998,2318300,100.160623
2014-08-01,98.720001,100.510002,98.620003,100.300003,2504500,98.394818
