Date,Open,High,Low,Close,Volume,Adj Close
2015-04-29,73.330002,73.449997,71.82,72.25,1562700,71.867778
2015-04-28,74.519997,74.800003,72.309998,73.790001,1590800,73.399632
2015-04-27,75.919998,75.980003,74.349998,74.519997,1767600,74.125766
2015-04-24,75.589996,75.989998,74.760002,75.809998,1208700,75.408942
2015-04-23,76.290001,76.290001,74.940002,75.209999,2380200,74.812118
2015-04-22,76.019997,76.360001,74.860001,76.290001,2452000,75.886406
2015-04-21,76.389999,76.589996,76.089996,76.209999,1141700,75.806828
2015-04-20,75.839996,76.339996,75.720001,76.150002,1425100,75.747147
2015-04-17,75.459999,75.889999,74.870003,75.330002,1576300,74.931486
2015-04-16,75.959999,76.25,75.68,76.150002,1508200,75.747147
2015-04-15,75.010002,76.230003,74.940002,76.010002,2249000,75.607889
2015-04-14,75.800003,75.82,74.43,74.50,1998300,74.105875
2015-04-13,76.440002,76.620003,75.470001,75.50,1554500,75.100585
2015-04-10,76.470001,76.760002,76.029999,76.239998,838800,75.836668
2015-04-09,75.559998,76.389999,75.550003,76.18,1504700,75.776988
2015-04-08,75.629997,76.18,75.339996,75.589996,962800,75.190105
2015-04-07,76.00,76.480003,75.400002,75.449997,1157600,75.050846
2015-04-06,75.120003,76.519997,74.889999,76.120003,1853000,75.717307
2015-04-02,75.510002,76.519997,75.300003,75.800003,1132300,75.021013
2015-04-01,76.860001,76.860001,75.269997,75.580002,3215000,74.803273
2015-03-31,77.25,77.900002,76.839996,76.849998,1684300,76.060218
2015-03-30,76.730003,77.889999,76.589996,77.690002,1650100,76.891589
2015-03-27,75.690002,76.330002,75.550003,76.220001,1913600,75.436695
2015-03-26,75.779999,76.389999,74.720001,75.870003,2879400,75.090293
2015-03-25,76.529999,77.269997,75.800003,75.940002,2846700,75.159574
2015-03-24,77.300003,78.330002,76.949997,77.230003,1814400,76.436317
2015-03-23,76.550003,77.720001,76.379997,77.290001,1184100,76.495698
2015-03-20,76.690002,76.839996,75.739998,76.739998,1644100,75.951348
2015-03-19,76.190002,76.32,75.389999,76.18,1437700,75.397105
2015-03-18,74.150002,76.50,74.139999,76.349998,2335500,75.565356
2015-03-17,73.160004,74.349998,72.989998,74.209999,2058800,73.447349
2015-03-16,73.129997,74.43,72.959999,73.660004,1303100,72.903006
2015-03-13,72.459999,74.150002,72.300003,73.190002,1561200,72.437835
2015-03-12,71.43,72.739998,71.290001,72.589996,1129500,71.843995
2015-03-11,71.07,71.230003,70.620003,71.139999,1002200,70.4089
2015-03-10,70.690002,71.139999,70.540001,70.900002,828400,70.171368
2015-03-09,71.139999,71.440002,70.690002,71.089996,1433100,70.359411
2015-03-06,72.059998,72.690002,71.089996,71.18,1075400,70.44849
2015-03-05,71.769997,72.75,71.650002,72.309998,1143000,71.566874
2015-03-04,71.010002,71.879997,70.730003,71.769997,1489400,71.032423
2015-03-03,71.790001,71.800003,70.620003,70.980003,1561500,70.250548
2015-03-02,70.290001,71.419998,70.279999,70.900002,1459200,70.171368
2015-02-27,70.940002,71.099998,69.959999,70.139999,1839700,69.419177
2015-02-26,71.209999,71.739998,70.760002,71.099998,1893300,70.36931
2015-02-25,70.830002,71.449997,70.620003,71.290001,1391600,70.55736
2015-02-24,71.099998,71.489998,70.459999,70.620003,1251400,69.894247
2015-02-23,70.650002,71.82,70.519997,70.989998,1572000,70.26044
2015-02-20,71.300003,72.040001,71.07,71.769997,1279600,71.032423
2015-02-19,71.260002,71.50,70.919998,71.449997,615700,70.715711
2015-02-18,71.75,72.00,71.150002,71.400002,926600,70.66623
2015-02-17,71.419998,71.849998,71.199997,71.75,862400,71.012631
2015-02-13,71.610001,71.739998,71.080002,71.68,894300,70.943351
2015-02-12,71.650002,71.830002,71.029999,71.650002,1381000,70.913661
2015-02-11,70.550003,71.550003,70.330002,71.489998,1485700,70.755301
2015-02-10,69.629997,70.769997,68.75,70.419998,1325600,69.696298
2015-02-09,69.650002,69.800003,68.68,69.089996,1707500,68.379964
2015-02-06,71.330002,71.529999,69.339996,69.639999,2091200,68.924315
2015-02-05,71.830002,72.470001,71.019997,71.309998,1720500,70.577151
2015-02-04,71.919998,72.75,71.50,71.599998,2029000,70.864171
2015-02-03,71.57,72.860001,71.309998,72.559998,1962500,71.814305
2015-02-02,71.260002,71.919998,69.93,71.75,1415200,71.012631
2015-01-30,70.309998,72.629997,70.309998,71.07,2299200,70.339619
2015-01-29,70.190002,71.209999,68.410004,71.089996,2887500,70.359411
2015-01-28,71.459999,72.150002,70.43,70.57,2366700,69.844758
2015-01-27,70.739998,71.50,70.370003,71.32,1285700,70.58705
2015-01-26,71.099998,71.830002,70.279999,71.550003,1254900,70.81469
2015-01-23,71.690002,71.949997,70.739998,70.889999,1005900,70.161469
2015-01-22,69.82,72.050003,69.370003,72.010002,1919000,71.269962
2015-01-21,70.129997,70.230003,69.059998,69.510002,1053600,68.795654
2015-01-20,70.010002,70.400002,69.300003,70.120003,1361100,69.399386
2015-01-16,67.239998,69.809998,67.239998,69.739998,1636100,69.023286
2015-01-15,68.400002,68.580002,67.489998,67.519997,1339000,66.826099
2015-01-14,67.199997,68.389999,66.879997,68.129997,1850900,67.429831
2015-01-13,68.669998,69.370003,67.440002,67.919998,1116700,67.22199
2015-01-12,68.699997,68.699997,67.870003,68.099998,1373100,67.400141
2015-01-09,68.620003,68.870003,68.129997,68.389999,832200,67.687161
2015-01-08,67.769997,69.099998,67.769997,68.879997,1703200,67.845513
2015-01-07,66.830002,67.150002,66.230003,67.110001,1224900,66.1021
2015-01-06,67.220001,67.739998,66.089996,66.269997,2045600,65.274711
2015-01-05,68.580002,69.25,66.959999,67.279999,1823900,66.269545
2015-01-02,68.389999,69.580002,67.779999,68.970001,2733500,67.934165
2014-12-31,68.419998,68.510002,67.029999,67.059998,853000,66.052847
2014-12-30,67.610001,68.190002,67.550003,68.080002,663200,67.057533
2014-12-29,67.910004,68.32,67.43,67.760002,1043600,66.742339
2014-12-26,68.00,68.370003,67.589996,67.779999,763000,66.762035
2014-12-24,68.440002,68.449997,67.589996,67.940002,693300,66.919636
2014-12-23,67.650002,68.239998,66.790001,68.099998,1501400,67.077229
2014-12-22,66.519997,67.57,66.379997,67.540001,1080800,66.525642
2014-12-19,65.900002,66.839996,65.510002,66.339996,1975200,65.34366
2014-12-18,63.93,65.559998,63.93,65.559998,1317400,64.575375
2014-12-17,63.060001,63.900002,62.759998,63.779999,1279700,62.82211
2014-12-16,62.880001,64.00,62.880001,62.919998,1706100,61.975025
2014-12-15,63.75,64.010002,63.040001,63.209999,1244000,62.260671
2014-12-12,64.290001,64.760002,63.389999,63.419998,1418700,62.467516
2014-12-11,64.57,65.459999,64.559998,64.82,1484400,63.846491
2014-12-10,64.68,64.82,64.190002,64.260002,1610500,63.294904
2014-12-09,64.290001,64.959999,64.230003,64.849998,1006600,63.87604
2014-12-08,65.019997,65.57,64.650002,65.099998,1251200,64.122285
2014-12-05,64.650002,65.25,64.50,65.00,1605300,64.023788
2014-12-04,65.639999,65.889999,64.160004,64.599998,2379900,63.629794
2014-12-03,65.129997,66.059998,65.029999,65.769997,1566000,64.782221
2014-12-02,64.980003,65.349998,64.75,64.989998,1128900,64.013936
2014-12-01,65.220001,65.669998,64.510002,64.68,1030300,63.708595
2014-11-28,64.370003,65.639999,64.269997,65.309998,613900,64.32913
2014-11-26,63.849998,64.529999,63.779999,64.43,718000,63.462349
2014-11-25,64.669998,65.419998,63.75,63.82,1472900,62.86151
2014-11-24,64.720001,64.989998,64.370003,64.669998,1376700,63.698743
2014-11-21,64.150002,64.849998,64.129997,64.410004,2051000,63.442653
2014-11-20,62.959999,63.540001,62.950001,63.52,618600,62.566016
2014-11-19,63.950001,64.040001,63.040001,63.48,1682100,62.526616
2014-11-18,63.099998,64.239998,63.099998,64.089996,1293400,63.127452
2014-11-17,62.43,63.080002,62.099998,63.040001,1321700,62.093226
2014-11-14,63.689999,63.849998,62.299999,62.41,1294900,61.472686
2014-11-13,63.619999,64.650002,63.099998,63.77,2397500,62.812262
2014-11-12,62.669998,63.220001,62.349998,62.889999,942400,61.945477
2014-11-11,62.889999,63.59,62.709999,63.00,1277500,62.053826
2014-11-10,61.790001,63.060001,61.619999,62.689999,1385200,61.74848
2014-11-07,62.330002,62.720001,61.279999,61.689999,2189800,60.763499
2014-11-06,60.48,62.869999,60.450001,62.759998,2706800,61.817428
2014-11-05,60.560001,61.360001,60.200001,60.439999,4413800,59.532272
2014-11-04,61.110001,61.720001,59.25,61.360001,7937400,60.438457
2014-11-03,63.52,63.52,61.610001,62.110001,3293600,61.177193
2014-10-31,64.110001,64.25,63.299999,63.459999,2787000,62.506916
2014-10-30,63.549999,63.700001,63.349998,63.48,1572400,62.526616
2014-10-29,64.059998,64.089996,63.09,63.68,1161400,62.723613
2014-10-28,63.220001,63.900002,62.91,63.740002,1756900,62.782713
2014-10-27,63.709999,63.75,62.759998,62.889999,1713700,61.945477
2014-10-24,63.169998,63.959999,62.82,63.759998,1239700,62.80241
2014-10-23,60.84,63.459999,59.990002,62.880001,2091400,61.935629
2014-10-22,60.93,62.07,59.950001,61.209999,2014000,60.290708
2014-10-21,59.990002,61.189999,59.630001,61.119999,1166200,60.20206
2014-10-20,58.650002,59.650002,58.400002,59.650002,1547700,58.75414
2014-10-17,58.529999,58.990002,58.330002,58.810001,1071700,57.926755
2014-10-16,56.91,58.43,56.900002,57.93,1679700,57.05997
2014-10-15,57.330002,58.110001,56.27,57.709999,1496800,56.843273
2014-10-14,58.950001,59.349998,57.669998,57.849998,1768300,56.98117
2014-10-13,58.43,59.740002,58.43,58.619999,1226100,57.739606
2014-10-10,58.48,58.939999,57.91,58.369999,3244600,57.493361
2014-10-09,60.27,60.490002,58.310001,58.349998,1922600,57.473661
2014-10-08,59.369999,60.459999,59.009998,60.310001,1565000,59.404227
2014-10-07,60.07,60.290001,59.32,59.360001,1069100,58.468494
2014-10-06,61.080002,61.09,60.060001,60.34,1011800,59.433775
2014-10-03,60.669998,60.990002,60.259998,60.599998,2869800,59.689869
2014-10-02,60.25,60.790001,59.68,60.630001,1242700,59.394378
2014-10-01,60.810001,61.16,60.25,60.32,930600,59.090695
2014-09-30,61.490002,61.52,60.669998,60.68,615200,59.443359
2014-09-29,60.91,61.619999,60.900002,61.470001,665300,60.21726
2014-09-26,61.00,61.43,60.709999,61.360001,601300,60.109501
2014-09-25,62.09,62.139999,60.91,60.919998,907100,59.678466
2014-09-24,61.529999,62.400002,61.299999,62.34,912300,61.069528
2014-09-23,61.950001,62.490002,61.490002,61.490002,1071300,60.236853
2014-09-22,63.200001,63.240002,62.060001,62.279999,1097700,61.01075
2014-09-19,63.349998,63.57,63.110001,63.400002,1035200,62.107927
2014-09-18,63.00,63.290001,62.799999,63.060001,563200,61.774856
2014-09-17,63.360001,63.419998,62.709999,62.919998,751700,61.637706
2014-09-16,62.450001,63.689999,62.259998,63.52,819900,62.22548
2014-09-15,62.700001,62.950001,62.25,62.419998,567100,61.147896
2014-09-12,63.139999,63.139999,62.419998,62.619999,713000,61.343821
2014-09-11,62.779999,63.18,62.41,63.049999,1014400,61.765058
2014-09-10,64.00,64.00,62.66,62.779999,1040700,61.50056
2014-09-09,64.110001,64.220001,63.689999,63.830002,1061800,62.529164
2014-09-08,63.50,64.160004,62.990002,64.080002,893400,62.774069
2014-09-05,63.509998,63.880001,63.16,63.75,675200,62.450793
2014-09-04,63.919998,64.18,63.029999,63.450001,1298700,62.156907
2014-09-03,63.860001,64.379997,63.619999,63.75,1654700,62.450793
2014-09-02,63.25,63.299999,62.709999,63.09,844200,61.804243
2014-08-29,62.169998,63.25,62.139999,63.209999,856100,61.921797
2014-08-28,62.189999,62.490002,61.849998,61.950001,814900,60.687477
2014-08-27,62.630001,62.990002,62.360001,62.41,708400,61.138101
2014-08-26,62.779999,62.810001,62.07,62.709999,1002300,61.431987
2014-08-25,62.450001,62.990002,62.369999,62.740002,482700,61.461378
2014-08-22,62.610001,62.77,62.00,62.330002,757700,61.059734
2014-08-21,62.599998,62.889999,62.43,62.77,636600,61.490765
2014-08-20,62.009998,62.669998,61.91,62.540001,577800,61.265453
2014-08-19,61.869999,62.330002,61.650002,62.240002,622100,60.971568
2014-08-18,60.790001,61.950001,60.779999,61.73,980300,60.471959
2014-08-15,61.900002,61.950001,60.290001,60.380001,1827500,59.149473
2014-08-14,61.380001,61.82,61.139999,61.75,983800,60.491552
2014-08-13,61.00,61.450001,60.830002,61.150002,749000,59.903781
2014-08-12,60.880001,61.349998,60.639999,60.669998,749700,59.43356
2014-08-11,60.779999,61.259998,60.59,61.09,988700,59.845003
2014-08-08,60.040001,60.779999,59.869999,60.50,1266900,59.267027
2014-08-07,60.619999,60.669998,59.68,59.900002,1568500,58.679256
2014-08-06,60.41,61.209999,60.34,60.41,1869600,59.178861
2014-08-05,61.349998,61.73,60.43,60.57,1380800,59.3356
2014-08-04,60.880001,61.450001,60.580002,61.360001,2126000,60.109501
2014-08-01,60.98,61.509998,60.18,60.970001,1673100,59.72745
