Date,Open,High,Low,Close,Volume,Adj Close
2015-06-05,95.910004,96.059998,94.839996,95.400002,1753900,95.400002
2015-06-04,96.080002,96.790001,95.690002,95.93,1535100,95.93
2015-06-03,96.769997,97.269997,96.349998,96.980003,1322900,96.980003
2015-06-02,95.959999,96.849998,95.620003,96.330002,1152300,96.330002
2015-06-01,96.18,96.599998,95.610001,96.190002,1422100,96.190002
2015-05-29,96.779999,96.970001,95.800003,96.040001,1713800,96.040001
2015-05-28,96.699997,97.019997,96.080002,96.910004,1202700,96.910004
2015-05-27,96.309998,96.949997,95.940002,96.769997,1513600,96.769997
2015-05-26,96.870003,97.169998,95.739998,96.089996,2397400,96.089996
2015-05-22,96.50,96.690002,95.919998,96.389999,2083000,96.389999
2015-05-21,96.779999,97.050003,96.290001,96.830002,1677800,96.830002
2015-05-20,97.330002,97.779999,96.690002,97.050003,1441100,97.050003
2015-05-19,97.709999,97.949997,96.919998,97.18,1672000,97.18
2015-05-18,96.610001,97.739998,96.610001,97.459999,2110900,97.459999
2015-05-15,96.830002,97.239998,96.459999,97.019997,2578500,97.019997
2015-05-14,96.139999,97.00,96.059998,96.980003,1504600,96.980003
2015-05-13,95.599998,96.099998,95.080002,95.68,1784400,95.68
2015-05-12,95.309998,95.620003,94.449997,95.419998,2065100,95.419998
2015-05-11,95.50,96.440002,95.410004,96.010002,2837700,96.010002
2015-05-08,95.57,96.290001,94.989998,95.889999,2411700,95.889999
2015-05-07,92.93,94.830002,92.739998,94.489998,2466600,94.489998
2015-05-06,93.660004,93.970001,92.589996,93.00,2386600,93.00
2015-05-05,94.440002,94.739998,93.440002,93.650002,1769000,93.650002
2015-05-04,93.839996,94.959999,93.760002,94.440002,1990600,94.440002
2015-05-01,93.32,93.669998,92.699997,93.360001,1851300,93.360001
2015-04-30,93.230003,93.860001,92.129997,92.650002,1804800,92.650002
2015-04-29,94.25,94.410004,92.910004,93.650002,1701900,93.650002
2015-04-28,93.599998,94.489998,92.739998,94.419998,1976300,94.419998
2015-04-27,94.029999,94.400002,93.529999,93.760002,2155500,93.760002
2015-04-24,93.290001,93.82,92.639999,93.400002,2249800,93.400002
2015-04-23,93.379997,94.269997,92.849998,93.839996,2165500,93.839996
2015-04-22,93.339996,93.629997,92.760002,93.379997,1896200,93.379997
2015-04-21,93.910004,94.00,92.870003,93.00,1949800,93.00
2015-04-20,92.989998,93.559998,92.620003,93.269997,3294400,93.269997
2015-04-17,93.290001,93.410004,92.160004,92.389999,2647800,92.389999
2015-04-16,93.910004,94.220001,93.669998,94.059998,1934800,94.059998
2015-04-15,94.269997,94.50,94.010002,94.160004,2093900,94.160004
2015-04-14,93.57,94.220001,93.220001,93.809998,2087000,93.809998
2015-04-13,94.339996,94.879997,93.440002,93.489998,2443900,93.489998
2015-04-10,95.449997,95.470001,94.529999,94.690002,2158000,94.690002
2015-04-09,95.400002,95.660004,94.68,95.470001,1952200,95.470001
2015-04-08,95.459999,96.160004,94.660004,95.120003,2651600,95.120003
2015-04-07,95.639999,96.779999,95.139999,96.389999,4232700,95.369998
2015-04-06,93.459999,96.00,93.129997,95.690002,2563700,94.677408
2015-04-02,93.699997,94.419998,93.099998,94.18,2145700,93.183385
2015-04-01,93.559998,93.93,92.68,93.559998,2736100,92.569943
2015-03-31,94.010002,94.489998,93.550003,93.690002,2708600,92.698572
2015-03-30,94.150002,94.839996,93.940002,94.419998,3333100,93.420843
2015-03-27,93.919998,94.139999,92.650002,93.940002,4352000,92.945927
2015-03-26,91.510002,94.980003,90.940002,94.169998,7157000,93.173488
2015-03-25,89.410004,89.949997,88.18,88.209999,3607100,87.276558
2015-03-24,91.489998,91.489998,89.279999,89.410004,2948600,88.463864
2015-03-23,91.379997,91.779999,91.209999,91.540001,1916200,90.571322
2015-03-20,90.889999,91.650002,90.510002,91.480003,3558200,90.511959
2015-03-19,90.889999,91.339996,89.989998,90.190002,2658500,89.235609
2015-03-18,88.800003,91.349998,88.370003,90.93,2664900,89.967776
2015-03-17,88.349998,88.879997,88.209999,88.839996,2210900,87.899889
2015-03-16,88.32,89.099998,88.139999,88.910004,2246000,87.969155
2015-03-13,88.18,88.209999,86.400002,87.870003,3617200,86.94016
2015-03-12,87.029999,88.300003,86.860001,88.199997,2164100,87.266662
2015-03-11,88.290001,88.900002,86.760002,86.860001,4320400,85.940845
2015-03-10,89.959999,90.209999,88.050003,88.059998,3230200,87.128144
2015-03-09,90.730003,90.959999,90.139999,90.790001,1464200,89.829258
2015-03-06,91.620003,91.949997,90.489998,90.669998,3735000,89.710526
2015-03-05,91.309998,92.18,91.18,92.050003,3019600,91.075927
2015-03-04,90.830002,91.199997,90.059998,90.910004,2728800,89.947991
2015-03-03,91.18,91.269997,90.550003,90.839996,2888300,89.878725
2015-03-02,90.029999,91.239998,89.730003,91.18,1975000,90.215131
2015-02-27,90.050003,90.760002,89.860001,90.029999,1686100,89.077299
2015-02-26,90.82,91.230003,90.00,90.300003,2156800,89.344446
2015-02-25,90.639999,91.440002,90.330002,90.599998,1732900,89.641267
2015-02-24,90.169998,91.00,89.889999,90.849998,1592000,89.888621
2015-02-23,90.599998,90.790001,90.129997,90.57,1579000,89.611585
2015-02-20,90.019997,90.980003,89.309998,90.489998,2950600,89.53243
2015-02-19,89.529999,90.379997,89.370003,90.269997,1751700,89.314757
2015-02-18,89.00,89.519997,88.860001,89.43,1508900,88.483649
2015-02-17,89.629997,89.790001,88.830002,89.300003,1915900,88.355028
2015-02-13,89.089996,89.800003,89.080002,89.790001,1774400,88.83984
2015-02-12,88.059998,89.220001,87.980003,89.089996,1931300,88.147243
2015-02-11,87.519997,88.169998,87.25,87.959999,1829800,87.029204
2015-02-10,87.739998,87.910004,86.68,87.519997,2573800,86.593857
2015-02-09,87.510002,88.230003,87.099998,87.360001,2670500,86.435554
2015-02-06,88.599998,89.099998,87.839996,88.150002,2365300,87.217196
2015-02-05,88.110001,88.540001,87.339996,88.470001,2102000,87.533809
2015-02-04,89.18,89.18,87.169998,87.339996,2764100,86.415762
2015-02-03,86.25,87.959999,85.970001,87.919998,3501300,86.989626
2015-02-02,84.419998,85.849998,83.470001,85.830002,3088500,84.921746
2015-01-30,85.120003,85.440002,83.860001,84.029999,3837500,83.140791
2015-01-29,84.949997,85.699997,83.940002,85.639999,3590600,84.733754
2015-01-28,86.93,87.120003,84.330002,84.360001,3469100,83.467301
2015-01-27,87.949997,88.32,86.00,86.160004,3689000,85.248256
2015-01-26,89.040001,89.199997,88.239998,89.080002,1997200,88.137355
2015-01-23,89.510002,89.919998,89.139999,89.220001,1939100,88.275873
2015-01-22,88.720001,89.559998,87.949997,89.50,2656900,88.552908
2015-01-21,88.349998,88.629997,87.730003,88.339996,2040800,87.40518
2015-01-20,88.889999,89.419998,87.919998,88.620003,2333600,87.682223
2015-01-16,87.75,89.010002,87.550003,88.889999,2657400,87.949363
2015-01-15,88.779999,89.099998,87.669998,88.169998,1821000,87.236981
2015-01-14,89.540001,89.540001,88.00,88.779999,2377900,87.840526
2015-01-13,89.769997,91.339996,89.150002,89.830002,4007000,88.879418
2015-01-12,89.110001,90.019997,88.910004,89.510002,2417400,88.562805
2015-01-09,89.949997,90.150002,89.379997,89.779999,2399900,88.829944
2015-01-08,89.00,90.150002,88.839996,89.879997,2802900,88.928884
2015-01-07,87.160004,88.75,87.160004,88.529999,2865500,87.593172
2015-01-06,87.50,87.769997,86.010002,86.709999,2867000,85.792431
2015-01-05,88.040001,88.32,87.18,87.339996,3000000,86.415762
2015-01-02,89.669998,90.089996,88.43,88.839996,2021300,87.899889
2014-12-31,90.18,90.480003,89.290001,89.309998,1754500,88.364917
2014-12-30,90.50,90.839996,89.989998,90.190002,1721900,89.235609
2014-12-29,90.900002,91.050003,90.239998,90.519997,1994000,89.562111
2014-12-26,91.400002,91.720001,91.18,91.260002,1194000,90.294286
2014-12-24,91.480003,91.940002,91.309998,91.32,914900,90.353649
2014-12-23,91.349998,91.75,90.699997,91.419998,2148500,90.452589
2014-12-22,90.080002,91.25,89.769997,91.18,2986500,90.215131
2014-12-19,90.150002,91.360001,89.639999,90.510002,6480600,89.552223
2014-12-18,88.120003,90.989998,87.790001,89.739998,8918400,88.790367
2014-12-17,83.00,85.309998,82.849998,85.300003,5081000,84.397356
2014-12-16,82.00,84.220001,81.660004,82.870003,4386500,81.99307
2014-12-15,82.129997,82.849998,81.690002,81.879997,3154600,81.013541
2014-12-12,83.410004,83.470001,81.860001,81.900002,2784800,81.033333
2014-12-11,84.379997,85.43,83.68,83.879997,2369300,82.992377
2014-12-10,85.199997,85.309998,83.620003,83.730003,1967700,82.84397
2014-12-09,84.169998,85.220001,83.989998,85.18,1652900,84.278623
2014-12-08,86.160004,86.160004,84.769997,84.970001,2179100,84.070846
2014-12-05,86.309998,86.489998,86.080002,86.190002,2229900,85.277937
2014-12-04,86.410004,86.559998,85.93,86.339996,1724400,85.426344
2014-12-03,86.400002,86.599998,85.779999,86.519997,1728400,85.604439
2014-12-02,85.849998,86.220001,85.25,85.980003,2504200,85.07016
2014-12-01,85.879997,87.080002,85.610001,86.00,2743600,85.089945
2014-11-28,85.290001,86.489998,85.190002,86.330002,1725100,85.416455
2014-11-26,85.279999,85.290001,84.809998,85.150002,1930100,84.248942
2014-11-25,84.800003,85.379997,84.779999,85.32,3475200,84.417141
2014-11-24,83.989998,85.00,83.989998,84.93,2003200,84.031269
2014-11-21,84.32,84.370003,83.709999,84.080002,2204300,83.190265
2014-11-20,83.480003,83.910004,83.160004,83.440002,1571300,82.557038
2014-11-19,84.059998,84.199997,83.459999,83.639999,2117400,82.754918
2014-11-18,84.650002,84.769997,84.080002,84.300003,2715500,83.407938
2014-11-17,84.43,84.790001,84.129997,84.650002,1890200,83.754233
2014-11-14,84.269997,84.739998,84.050003,84.639999,2777200,83.744336
2014-11-13,84.029999,84.779999,83.800003,84.440002,2337200,83.546456
2014-11-12,83.830002,84.220001,83.57,84.120003,1929600,83.229842
2014-11-11,84.129997,84.50,83.779999,83.940002,1650300,83.051747
2014-11-10,83.160004,84.349998,83.160004,84.160004,2444500,83.26942
2014-11-07,83.239998,83.75,82.720001,83.480003,2504900,82.596615
2014-11-06,82.190002,83.309998,82.110001,83.239998,2606900,82.35915
2014-11-05,81.50,82.50,81.349998,82.480003,3201700,81.607198
2014-11-04,80.889999,81.290001,80.779999,81.150002,2371300,80.29127
2014-11-03,81.029999,81.370003,80.669998,80.970001,2306800,80.113174
2014-10-31,81.080002,81.419998,80.940002,81.120003,3089700,80.261588
2014-10-30,79.349998,80.650002,79.349998,80.620003,2775400,79.766879
2014-10-29,79.470001,79.949997,79.00,79.550003,2432800,78.708203
2014-10-28,79.279999,79.480003,79.00,79.470001,2465400,78.629047
2014-10-27,78.029999,79.419998,77.940002,79.019997,3383300,78.183805
2014-10-24,78.099998,79.07,78.07,78.349998,2314000,77.520896
2014-10-23,78.220001,78.480003,77.690002,78.080002,1976700,77.253757
2014-10-22,78.099998,78.889999,77.419998,77.459999,2421600,76.640315
2014-10-21,76.830002,78.220001,76.580002,77.93,2382800,77.105343
2014-10-20,75.68,76.739998,75.330002,76.440002,2457700,75.631112
2014-10-17,76.830002,76.980003,76.32,76.620003,2738000,75.809208
2014-10-16,74.93,76.599998,74.599998,76.150002,4648200,75.34418
2014-10-15,74.199997,76.190002,73.980003,75.849998,4809700,75.047352
2014-10-14,76.639999,77.150002,75.980003,76.169998,6816800,74.354758
2014-10-13,76.839996,77.32,76.25,76.290001,3332200,74.471901
2014-10-10,78.410004,78.82,76.800003,76.839996,3389400,75.00879
2014-10-09,79.940002,80.010002,78.120003,78.190002,3949100,76.326623
2014-10-08,78.410004,80.080002,78.389999,79.839996,4899600,77.937295
2014-10-07,80.510002,80.559998,78.800003,78.809998,2991100,76.931843
2014-10-06,80.400002,80.940002,80.230003,80.730003,2475100,78.806092
2014-10-03,80.00,80.629997,80.00,80.32,2588200,78.405859
2014-10-02,79.489998,79.809998,78.75,79.43,3046100,77.53707
2014-10-01,81.18,81.25,79.540001,79.720001,3785700,77.82016
2014-09-30,79.800003,81.769997,78.839996,81.32,5449100,79.382028
2014-09-29,78.260002,79.980003,78.080002,79.919998,2967300,78.015391
2014-09-26,79.230003,79.370003,78.75,79.290001,2912100,77.400407
2014-09-25,79.970001,80.110001,78.540001,78.980003,5547600,77.097797
2014-09-24,77.949997,80.43,77.559998,80.199997,6875200,78.288717
2014-09-23,79.220001,79.610001,78.900002,79.599998,4313400,77.703017
2014-09-22,79.919998,79.919998,79.07,79.220001,3698500,77.332076
2014-09-19,80.639999,80.839996,79.650002,79.93,4365500,78.025154
2014-09-18,80.080002,80.709999,79.790001,80.459999,3034400,78.542522
2014-09-17,80.07,80.209999,79.349998,79.68,3119200,77.781112
2014-09-16,79.839996,80.470001,79.18,80.089996,4188400,78.181337
2014-09-15,80.989998,81.150002,80.449997,80.599998,1949200,78.679185
2014-09-12,81.300003,81.559998,80.580002,80.970001,2801800,79.040371
2014-09-11,81.059998,81.529999,80.82,81.510002,1856200,79.567502
2014-09-10,80.949997,81.349998,80.699997,81.209999,1922600,79.274649
2014-09-09,81.699997,81.739998,80.699997,80.949997,2173800,79.020843
2014-09-08,81.75,82.050003,81.540001,81.730003,1880100,79.782261
2014-09-05,81.699997,82.07,81.470001,81.830002,2276700,79.879876
2014-09-04,82.139999,82.160004,81.519997,81.760002,2781100,79.811545
2014-09-03,81.550003,81.959999,81.300003,81.860001,2041300,79.90916
2014-09-02,80.949997,81.489998,80.910004,81.120003,1754000,79.186797
2014-08-29,81.32,81.32,80.519997,81.059998,1416600,79.128222
2014-08-28,80.589996,81.800003,80.330002,81.019997,1846100,79.089174
2014-08-27,81.459999,81.580002,80.760002,80.980003,1728000,79.050134
2014-08-26,81.300003,81.989998,81.199997,81.620003,2432900,79.674882
2014-08-25,81.040001,81.599998,80.879997,80.980003,1733300,79.050134
2014-08-22,80.599998,80.82,80.400002,80.510002,1810200,78.591334
2014-08-21,80.660004,81.029999,80.419998,80.82,1360100,78.893944
2014-08-20,80.32,80.489998,79.879997,80.400002,1214500,78.483955
2014-08-19,79.940002,80.50,79.650002,80.32,1663000,78.405859
2014-08-18,79.410004,79.980003,79.330002,79.809998,1920700,77.908011
2014-08-15,79.480003,79.93,78.599998,79.010002,2533800,77.127081
2014-08-14,79.190002,79.269997,78.879997,79.269997,1682400,77.380879
2014-08-13,78.989998,79.25,78.519997,78.989998,2103700,77.107553
2014-08-12,78.889999,79.25,78.330002,78.57,2062500,76.697564
2014-08-11,78.959999,79.519997,78.610001,78.959999,2931600,77.07827
2014-08-08,77.720001,78.919998,77.379997,78.870003,2523000,76.990418
2014-08-07,78.309998,78.589996,77.339996,77.50,2138100,75.653064
2014-08-06,77.260002,78.139999,76.870003,77.839996,3093600,75.984958
2014-08-05,78.959999,79.269997,78.040001,78.449997,2163300,76.580422
2014-08-04,78.970001,79.489998,78.50,79.349998,2160900,77.458975
2014-08-01,78.849998,79.480003,78.349998,78.699997,2402700,76.824464
